tof posE posN posU tgtE tgtN tgtU normAch pitchRate thetaRate alpha theta sideAch yawRate psiRate beta psi rollAngleComm rollRate phiRate phi
0.0870000000 0.5762315668 0.0201224497 0.5390430506 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7053427609 -0.0001954687 -0.0001954687 0.0271526427 0.7853945580 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.0880000000 0.5926640384 0.0206962843 0.5546229181 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7053061781 -0.0002037446 -0.0002037446 0.0270385580 0.7853943584 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 0.0000000000 0.0000000000
0.0890000000 0.6093478029 0.0212788942 0.5704444453 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7052698592 -0.0002122548 -0.0002122548 0.0269277506 0.7853941504 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 0.0000000000 0.0000000000
0.0900000000 0.6262829821 0.0218702837 0.5865077544 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7052338369 -0.0002210025 -0.0002210025 0.0268200738 0.7853939338 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 0.0000000000 0.0000000000
0.0910000000 0.6434696976 0.0224704570 0.6028129676 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7051981440 -0.0002299910 -0.0002299910 0.0267153892 0.7853937083 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 0.0000000000 0.0000000000
0.0920000000 0.6609080714 0.0230794184 0.6193602071 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7051628141 -0.0002392237 -0.0002392237 0.0266135666 0.7853934737 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 0.0000000000 0.0000000000
0.0930000000 0.6785982252 0.0236971722 0.6361495954 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7051278811 -0.0002487037 -0.0002487037 0.0265144830 0.7853932297 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 0.0000000000 0.0000000000
0.0940000000 0.6965402809 0.0243237226 0.6531812545 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7050933796 -0.0002584344 -0.0002584344 0.0264180227 0.7853929762 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 0.0000000000 0.0000000000
0.0950000000 0.7147343603 0.0249590738 0.6704553069 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7050593446 -0.0002684189 -0.0002684189 0.0263240762 0.7853927127 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.0960000000 0.7331805854 0.0256032302 0.6879718748 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7050258115 -0.0002786607 -0.0002786607 0.0262325399 0.7853924392 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.0970000000 0.7518790780 0.0262561960 0.7057310805 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7049928164 -0.0002891629 -0.0002891629 0.0261433159 0.7853921553 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.0980000000 0.7708299602 0.0269179754 0.7237330463 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7049603959 -0.0002999289 -0.0002999289 0.0260563117 0.7853918607 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.0990000000 0.7900333539 0.0275885726 0.7419778947 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7049285868 -0.0003109618 -0.0003109618 0.0259714394 0.7853915553 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1000000000 0.8094893810 0.0282679921 0.7604657480 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7048974267 -0.0003222650 -0.0003222650 0.0258886157 0.7853912387 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1010000000 0.8291981637 0.0289562379 0.7791967284 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7048669537 -0.0003338418 -0.0003338418 0.0258077618 0.7853909106 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1020000000 0.8491598239 0.0296533145 0.7981709585 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7048372062 -0.0003456954 -0.0003456954 0.0257288025 0.7853905709 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1030000000 0.8693744838 0.0303592260 0.8173885605 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7048082234 -0.0003578290 -0.0003578290 0.0256516668 0.7853902191 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1040000000 0.8898422654 0.0310739766 0.8368496569 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7047800447 -0.0003702460 -0.0003702460 0.0255762868 0.7853898551 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1050000000 0.9105632909 0.0317975708 0.8565543700 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7047527101 -0.0003829497 -0.0003829497 0.0255025981 0.7853894785 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1060000000 0.9315376824 0.0325300127 0.8765028224 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7047262604 -0.0003959432 -0.0003959432 0.0254305396 0.7853890890 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1070000000 0.9527655622 0.0332713066 0.8966951363 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7047007364 -0.0004092299 -0.0004092299 0.0253600526 0.7853886864 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1080000000 0.9742470524 0.0340214567 0.9171314343 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7046761797 -0.0004228130 -0.0004228130 0.0252910817 0.7853882704 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1090000000 0.9959822753 0.0347804675 0.9378118387 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7046526325 -0.0004366958 -0.0004366958 0.0252235738 0.7853878406 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1100000000 1.0179713531 0.0355483430 0.9587364721 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7046301373 -0.0004508816 -0.0004508816 0.0251574782 0.7853873969 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1110000000 1.0402144082 0.0363250876 0.9799054568 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7046087372 -0.0004653736 -0.0004653736 0.0250927466 0.7853869387 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1120000000 1.0627115629 0.0371107055 1.0013189154 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7045884758 -0.0004801750 -0.0004801750 0.0250293328 0.7853864660 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1130000000 1.0854629396 0.0379052011 1.0229769702 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7045693971 -0.0004952892 -0.0004952892 0.0249671928 0.7853859782 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1140000000 1.1084686607 0.0387085786 1.0448797438 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7045515457 -0.0005107193 -0.0005107193 0.0249062845 0.7853854752 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1150000000 1.1317288485 0.0395208422 1.0670273586 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7045349669 -0.0005264687 -0.0005264687 0.0248465674 0.7853849566 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1160000000 1.1552436255 0.0403419964 1.0894199372 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7045197061 -0.0005425406 -0.0005425406 0.0247880029 0.7853844221 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1170000000 1.1790131144 0.0411720452 1.1120576020 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7045058095 -0.0005589382 -0.0005589382 0.0247305543 0.7853838714 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1180000000 1.2030374374 0.0420109930 1.1349404754 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7044933237 -0.0005756648 -0.0005756648 0.0246741859 0.7853833041 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1190000000 1.2273167173 0.0428588442 1.1580686801 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7044822959 -0.0005927237 -0.0005927237 0.0246188639 0.7853827199 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1200000000 1.2518510766 0.0437156029 1.1814423384 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7044727736 -0.0006101180 -0.0006101180 0.0245645558 0.7853821185 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1210000000 1.2766406379 0.0445812734 1.2050615730 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7044648051 -0.0006278510 -0.0006278510 0.0245112304 0.7853814995 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1220000000 1.3016855239 0.0454558601 1.2289265062 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7044584389 -0.0006459259 -0.0006459259 0.0244588577 0.7853808626 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1230000000 1.3269858572 0.0463393672 1.2530372607 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7044537243 -0.0006643461 -0.0006643461 0.0244074091 0.7853802075 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1240000000 1.3525417607 0.0472317991 1.2773939589 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7044507107 -0.0006831146 -0.0006831146 0.0243568568 0.7853795337 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1250000000 1.3783533570 0.0481331599 1.3019967233 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7044494485 -0.0007022348 -0.0007022348 0.0243071744 0.7853788411 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1260000000 1.4044207689 0.0490434539 1.3268456764 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7044499883 -0.0007217098 -0.0007217098 0.0242583363 0.7853781291 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1270000000 1.4307441194 0.0499626856 1.3519409408 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7044523811 -0.0007415428 -0.0007415428 0.0242103182 0.7853773975 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1280000000 1.4573235312 0.0508908591 1.3772826390 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7044566787 -0.0007617372 -0.0007617372 0.0241630963 0.7853766458 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1290000000 1.4841591272 0.0518279788 1.4028708934 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7044629332 -0.0007822960 -0.0007822960 0.0241166480 0.7853758738 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1300000000 1.5112510305 0.0527740489 1.4287058267 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7044711973 -0.0008032225 -0.0008032225 0.0240709515 0.7853750810 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1310000000 1.5385993639 0.0537290737 1.4547875612 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7044815242 -0.0008245200 -0.0008245200 0.0240259858 0.7853742672 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1320000000 1.5662042506 0.0546930576 1.4811162195 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7044939674 -0.0008461915 -0.0008461915 0.0239817305 0.7853734318 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1330000000 1.5940658135 0.0556660048 1.5076919241 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7045085811 -0.0008682403 -0.0008682403 0.0239381661 0.7853725746 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0349065850 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000
0.1340000000 1.6221841757 0.0566479197 1.5345147975 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7045254201 -0.0008906696 -0.0008906696 0.0238952739 0.7853716951 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0349065850 0.0000000000 -0.0000000000 0.0000000000 0.0000000000
0.1350000000 1.6505594605 0.0576388065 1.5615849622 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7045445393 -0.0009134825 -0.0009134825 0.0238530357 0.7853707931 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0349065850 0.0000000000 -0.0000000000 0.0000000000 0.0000000000
0.1360000000 1.6791917909 0.0586386695 1.5889025407 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7045659946 -0.0009366823 -0.0009366823 0.0238114339 0.7853698680 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0349065850 0.0000000000 -0.0000000000 0.0000000000 0.0000000000
0.1370000000 1.7080812903 0.0596475130 1.6164676555 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7045898419 -0.0009602720 -0.0009602720 0.0237704517 0.7853689195 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0349065850 0.0000000000 -0.0000000000 0.0000000000 0.0000000000
0.1380000000 1.7372280817 0.0606653414 1.6442804290 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7046161380 -0.0009842550 -0.0009842550 0.0237300728 0.7853679472 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0349065850 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1390000000 1.7666322887 0.0616921589 1.6723409838 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7046449399 -0.0010086342 -0.0010086342 0.0236902814 0.7853669508 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0349065850 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1400000000 1.7962940344 0.0627279699 1.7006494423 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7046763053 -0.0010334130 -0.0010334130 0.0236510624 0.7853659298 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0349065850 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1410000000 1.8262134423 0.0637727787 1.7292059270 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7047102922 -0.0010585944 -0.0010585944 0.0236124010 0.7853648838 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0349065850 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1420000000 1.8563906359 0.0648265895 1.7580105604 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7047469593 -0.0010841816 -0.0010841816 0.0235742831 0.7853638124 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0349065850 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1430000000 1.8868257385 0.0658894067 1.7870634648 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7047863656 -0.0011101777 -0.0011101777 0.0235366948 0.7853627152 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0349065850 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1440000000 1.9175188737 0.0669612346 1.8163647628 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7048285708 -0.0011365859 -0.0011365859 0.0234996231 0.7853615918 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0349065850 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1450000000 1.9484701651 0.0680420775 1.8459145767 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7048736347 -0.0011634092 -0.0011634092 0.0234630549 0.7853604418 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0349065850 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1460000000 1.9796797363 0.0691319397 1.8757130291 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7049216181 -0.0011906509 -0.0011906509 0.0234269780 0.7853592648 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0349065850 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1470000000 2.0111477109 0.0702308256 1.9057602423 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7049725819 -0.0012183139 -0.0012183139 0.0233913803 0.7853580603 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0349065850 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1480000000 2.0428742127 0.0713387395 1.9360563386 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7050265876 -0.0012464015 -0.0012464015 0.0233562501 0.7853568280 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0349065850 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1490000000 2.0748593653 0.0724556856 1.9666014406 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7050836973 -0.0012749167 -0.0012749167 0.0233215763 0.7853555673 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0349065850 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1500000000 2.1071032926 0.0735816684 1.9973956706 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7051439733 -0.0013038627 -0.0013038627 0.0232873478 0.7853542779 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0349065850 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1510000000 2.1396061184 0.0747166921 2.0284391510 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7052074786 -0.0013332424 -0.0013332424 0.0232535541 0.7853529594 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0349065850 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1520000000 2.1723679666 0.0758607610 2.0597320040 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7052742766 -0.0013630590 -0.0013630590 0.0232201851 0.7853516112 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0349065850 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1530000000 2.2053889611 0.0770138796 2.0912743522 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7053444313 -0.0013933156 -0.0013933156 0.0231872307 0.7853502330 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0349065850 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1540000000 2.2386692260 0.0781760520 2.1230663177 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7054180071 -0.0014240151 -0.0014240151 0.0231546814 0.7853488243 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0349065850 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1550000000 2.2722088853 0.0793472827 2.1551080230 4000.0000000000 -2000.0000000000 1500.0000000000 -0.7054950687 -0.0014551608 -0.0014551608 0.0231225278 0.7853473848 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0349065850 0.0000000000 0.0000000000 0.0000000000 0.0000000000
