TOF EAST NORTH UP EAST_V NORTH_V UP_V EAST_A NORTH_A UP_A
15.192 5380.54 9700.31 10282.8 -120.397 224.888 1010.66 -75.374 -118.111 17.3026
15.193 5380.42 9700.53 10283.9 -120.473 224.77 1010.68 -75.3385 -118.063 17.2765
15.194 5380.3 9700.76 10284.9 -120.548 224.652 1010.69 -75.303 -118.015 17.2503
15.195 5380.18 9700.98 10285.9 -120.623 224.534 1010.71 -75.2675 -117.967 17.2242
15.196 5380.06 9701.21 10286.9 -120.699 224.416 1010.73 -75.2321 -117.919 17.1981
15.197 5379.93 9701.43 10287.9 -120.774 224.298 1010.74 -75.1966 -117.871 17.172
15.198 5379.81 9701.65 10288.9 -120.849 224.18 1010.76 -75.1611 -117.823 17.146
15.199 5379.69 9701.88 10289.9 -120.924 224.063 1010.78 -75.1256 -117.775 17.12
15.2 5379.57 9702.1 10290.9 -120.999 223.945 1010.8 -75.0901 -117.727 17.094
15.201 5379.45 9702.33 10291.9 -121.074 223.827 1010.81 -75.0546 -117.679 17.068
15.202 5379.33 9702.55 10292.9 -121.149 223.709 1010.83 -75.0191 -117.631 17.042
15.203 5379.21 9702.77 10294 -121.224 223.592 1010.85 -74.9836 -117.583 17.0161
15.204 5379.09 9703 10295 -121.299 223.474 1010.86 -74.9481 -117.534 16.9902
15.205 5378.97 9703.22 10296 -121.374 223.357 1010.88 -74.9126 -117.486 16.9643
15.206 5378.84 9703.44 10297 -121.449 223.239 1010.9 -74.8771 -117.438 16.9385
15.207 5378.72 9703.67 10298 -121.524 223.122 1010.91 -74.8416 -117.39 16.9126
15.208 5378.6 9703.89 10299 -121.599 223.005 1010.93 -74.8061 -117.342 16.8868
15.209 5378.48 9704.11 10300 -121.674 222.887 1010.95 -74.7706 -117.294 16.861
15.21 5378.36 9704.34 10301 -121.748 222.77 1010.97 -74.7351 -117.245 16.8352
15.211 5378.24 9704.56 10302 -121.823 222.653 1010.98 -74.6996 -117.197 16.8095
15.212 5378.11 9704.78 10303.1 -121.898 222.536 1011 -74.6641 -117.149 16.7838
15.213 5377.99 9705 10304.1 -121.972 222.418 1011.02 -74.6286 -117.101 16.7581
15.214 5377.87 9705.23 10305.1 -122.047 222.301 1011.03 -74.5931 -117.052 16.7324
15.215 5377.75 9705.45 10306.1 -122.122 222.184 1011.05 -74.5576 -117.004 16.7068
15.216 5377.63 9705.67 10307.1 -122.196 222.067 1011.07 -74.5221 -116.956 16.6811
15.217 5377.5 9705.89 10308.1 -122.271 221.95 1011.08 -74.4866 -116.907 16.6555
15.218 5377.38 9706.11 10309.1 -122.345 221.834 1011.1 -74.4511 -116.859 16.63
15.219 5377.26 9706.34 10310.1 -122.42 221.717 1011.12 -74.4156 -116.811 16.6044
15.22 5377.14 9706.56 10311.1 -122.494 221.6 1011.13 -74.38 -116.762 16.5789
15.221 5377.01 9706.78 10312.2 -122.568 221.483 1011.15 -74.3445 -116.714 16.5534
15.222 5376.89 9707 10313.2 -122.643 221.367 1011.17 -74.309 -116.666 16.5279
15.223 5376.77 9707.22 10314.2 -122.717 221.25 1011.18 -74.2735 -116.617 16.5024
15.224 5376.65 9707.44 10315.2 -122.791 221.133 1011.2 -74.238 -116.569 16.477
15.225 5376.52 9707.66 10316.2 -122.865 221.017 1011.21 -74.2024 -116.521 16.4516
15.226 5376.4 9707.89 10317.2 -122.94 220.9 1011.23 -74.1669 -116.472 16.4262
15.227 5376.28 9708.11 10318.2 -123.014 220.784 1011.25 -74.1314 -116.424 16.4008
15.228 5376.15 9708.33 10319.2 -123.088 220.667 1011.26 -74.0959 -116.375 16.3755
15.229 5376.03 9708.55 10320.2 -123.162 220.551 1011.28 -74.0603 -116.327 16.3501
15.23 5375.91 9708.77 10321.3 -123.236 220.435 1011.3 -74.0248 -116.278 16.3248
15.231 5375.79 9708.99 10322.3 -123.31 220.318 1011.31 -73.9893 -116.23 16.2996
15.232 5375.66 9709.21 10323.3 -123.384 220.202 1011.33 -73.9538 -116.181 16.2743
15.233 5375.54 9709.43 10324.3 -123.458 220.086 1011.35 -73.9182 -116.133 16.2491
15.234 5375.41 9709.65 10325.3 -123.532 219.97 1011.36 -73.8827 -116.084 16.2239
15.235 5375.29 9709.87 10326.3 -123.606 219.854 1011.38 -73.8472 -116.036 16.1987
15.236 5375.17 9710.09 10327.3 -123.679 219.738 1011.39 -73.8116 -115.987 16.1735
15.237 5375.04 9710.31 10328.3 -123.753 219.622 1011.41 -73.7761 -115.939 16.1484
15.238 5374.92 9710.53 10329.3 -123.827 219.506 1011.43 -73.7406 -115.89 16.1233
15.239 5374.8 9710.75 10330.4 -123.901 219.39 1011.44 -73.705 -115.842 16.0982
15.24 5374.67 9710.97 10331.4 -123.974 219.274 1011.46 -73.6695 -115.793 16.0731
15.241 5374.55 9711.19 10332.4 -124.048 219.159 1011.47 -73.6339 -115.745 16.0481
15.242 5374.42 9711.4 10333.4 -124.122 219.043 1011.49 -73.5984 -115.696 16.0231
15.243 5374.3 9711.62 10334.4 -124.195 218.927 1011.51 -73.5629 -115.647 15.9981
15.244 5374.18 9711.84 10335.4 -124.269 218.812 1011.52 -73.5273 -115.599 15.9731
15.245 5374.05 9712.06 10336.4 -124.342 218.696 1011.54 -73.4918 -115.55 15.9482
15.246 5373.93 9712.28 10337.4 -124.416 218.581 1011.55 -73.4562 -115.501 15.9232
15.247 5373.8 9712.5 10338.5 -124.489 218.465 1011.57 -73.4207 -115.453 15.8983
15.248 5373.68 9712.72 10339.5 -124.563 218.35 1011.59 -73.3851 -115.404 15.8735
15.249 5373.55 9712.94 10340.5 -124.636 218.234 1011.6 -73.3496 -115.355 15.8486
15.25 5373.43 9713.15 10341.5 -124.709 218.119 1011.62 -73.314 -115.307 15.8238
15.251 5373.3 9713.37 10342.5 -124.783 218.004 1011.63 -73.2785 -115.258 15.799
15.252 5373.18 9713.59 10343.5 -124.856 217.888 1011.65 -73.2429 -115.209 15.7742
15.253 5373.05 9713.81 10344.5 -124.929 217.773 1011.67 -73.2074 -115.161 15.7494
15.254 5372.93 9714.02 10345.5 -125.002 217.658 1011.68 -73.1718 -115.112 15.7247
15.255 5372.8 9714.24 10346.5 -125.075 217.543 1011.7 -73.1363 -115.063 15.7
15.256 5372.68 9714.46 10347.6 -125.149 217.428 1011.71 -73.1007 -115.014 15.6753
15.257 5372.55 9714.68 10348.6 -125.222 217.313 1011.73 -73.0651 -114.966 15.6506
15.258 5372.43 9714.89 10349.6 -125.295 217.198 1011.74 -73.0296 -114.917 15.6259
15.259 5372.3 9715.11 10350.6 -125.368 217.083 1011.76 -72.994 -114.868 15.6013
15.26 5372.18 9715.33 10351.6 -125.441 216.968 1011.78 -72.9585 -114.819 15.5767
15.261 5372.05 9715.55 10352.6 -125.514 216.853 1011.79 -72.9229 -114.77 15.5521
15.262 5371.93 9715.76 10353.6 -125.587 216.739 1011.81 -72.8873 -114.721 15.5276
15.263 5371.8 9715.98 10354.6 -125.659 216.624 1011.82 -72.8518 -114.673 15.5031
15.264 5371.68 9716.2 10355.7 -125.732 216.509 1011.84 -72.8162 -114.624 15.4785
15.265 5371.55 9716.41 10356.7 -125.805 216.395 1011.85 -72.7807 -114.575 15.4541
15.266 5371.42 9716.63 10357.7 -125.878 216.28 1011.87 -72.7451 -114.526 15.4296
15.267 5371.3 9716.84 10358.7 -125.951 216.166 1011.88 -72.7095 -114.477 15.4052
15.268 5371.17 9717.06 10359.7 -126.023 216.051 1011.9 -72.674 -114.428 15.3807
15.269 5371.05 9717.28 10360.7 -126.096 215.937 1011.91 -72.6384 -114.379 15.3563
15.27 5370.92 9717.49 10361.7 -126.169 215.823 1011.93 -72.6028 -114.33 15.332
15.271 5370.79 9717.71 10362.7 -126.241 215.708 1011.95 -72.5672 -114.281 15.3076
15.272 5370.67 9717.92 10363.7 -126.314 215.594 1011.96 -72.5317 -114.233 15.2833
15.273 5370.54 9718.14 10364.8 -126.386 215.48 1011.98 -72.4961 -114.184 15.259
15.274 5370.41 9718.36 10365.8 -126.459 215.366 1011.99 -72.4605 -114.135 15.2347
15.275 5370.29 9718.57 10366.8 -126.531 215.251 1012.01 -72.425 -114.086 15.2105
15.276 5370.16 9718.79 10367.8 -126.604 215.137 1012.02 -72.3894 -114.037 15.1862
15.277 5370.04 9719 10368.8 -126.676 215.023 1012.04 -72.3538 -113.988 15.162
15.278 5369.91 9719.22 10369.8 -126.748 214.909 1012.05 -72.3182 -113.939 15.1378
15.279 5369.78 9719.43 10370.8 -126.821 214.796 1012.07 -72.2826 -113.89 15.1137
15.28 5369.65 9719.65 10371.8 -126.893 214.682 1012.08 -72.2471 -113.841 15.0895
15.281 5369.53 9719.86 10372.9 -126.965 214.568 1012.1 -72.2115 -113.792 15.0654
15.282 5369.4 9720.07 10373.9 -127.037 214.454 1012.11 -72.1759 -113.742 15.0413
15.283 5369.27 9720.29 10374.9 -127.109 214.34 1012.13 -72.1403 -113.693 15.0173
15.284 5369.15 9720.5 10375.9 -127.181 214.227 1012.14 -72.1047 -113.644 14.9932
15.285 5369.02 9720.72 10376.9 -127.254 214.113 1012.16 -72.0692 -113.595 14.9692
15.286 5368.89 9720.93 10377.9 -127.326 213.999 1012.17 -72.0336 -113.546 14.9452
15.287 5368.76 9721.15 10378.9 -127.398 213.886 1012.19 -71.998 -113.497 14.9212
15.288 5368.64 9721.36 10379.9 -127.47 213.772 1012.2 -71.9624 -113.448 14.8973
15.289 5368.51 9721.57 10381 -127.542 213.659 1012.22 -71.9268 -113.399 14.8733
15.29 5368.38 9721.79 10382 -127.613 213.546 1012.23 -71.8912 -113.35 14.8494
15.291 5368.25 9722 10383 -127.685 213.432 1012.25 -71.8556 -113.301 14.8255
15.292 5368.13 9722.21 10384 -127.757 213.319 1012.26 -71.8201 -113.251 14.8017
15.293 5368 9722.43 10385 -127.829 213.206 1012.28 -71.7845 -113.202 14.7778
15.294 5367.87 9722.64 10386 -127.901 213.093 1012.29 -71.7489 -113.153 14.754
15.295 5367.74 9722.85 10387 -127.972 212.98 1012.31 -71.7133 -113.104 14.7302
15.296 5367.62 9723.07 10388 -128.044 212.866 1012.32 -71.6777 -113.055 14.7064
15.297 5367.49 9723.28 10389.1 -128.116 212.753 1012.34 -71.6421 -113.005 14.6827
15.298 5367.36 9723.49 10390.1 -128.187 212.64 1012.35 -71.6065 -112.956 14.659
15.299 5367.23 9723.7 10391.1 -128.259 212.528 1012.36 -71.5709 -112.907 14.6352
15.3 5367.1 9723.92 10392.1 -128.331 212.415 1012.38 -71.5353 -112.858 14.6116
15.301 5366.97 9724.13 10393.1 -128.402 212.302 1012.39 -71.4997 -112.808 14.5879
15.302 5366.85 9724.34 10394.1 -128.474 212.189 1012.41 -71.4641 -112.759 14.5643
15.303 5366.72 9724.55 10395.1 -128.545 212.076 1012.42 -71.4285 -112.71 14.5407
15.304 5366.59 9724.77 10396.1 -128.616 211.964 1012.44 -71.3929 -112.661 14.5171
15.305 5366.46 9724.98 10397.2 -128.688 211.851 1012.45 -71.3573 -112.611 14.4935
15.306 5366.33 9725.19 10398.2 -128.759 211.738 1012.47 -71.3217 -112.562 14.47
15.307 5366.2 9725.4 10399.2 -128.83 211.626 1012.48 -71.2861 -112.513 14.4464
15.308 5366.07 9725.61 10400.2 -128.902 211.513 1012.5 -71.2505 -112.463 14.4229
15.309 5365.94 9725.82 10401.2 -128.973 211.401 1012.51 -71.2149 -112.414 14.3995
15.31 5365.82 9726.03 10402.2 -129.044 211.289 1012.52 -71.1793 -112.364 14.376
15.311 5365.69 9726.25 10403.2 -129.115 211.176 1012.54 -71.1437 -112.315 14.3526
15.312 5365.56 9726.46 10404.2 -129.186 211.064 1012.55 -71.1081 -112.266 14.3292
15.313 5365.43 9726.67 10405.3 -129.258 210.952 1012.57 -71.0725 -112.216 14.3058
15.314 5365.3 9726.88 10406.3 -129.329 210.839 1012.58 -71.0369 -112.167 14.2824
15.315 5365.17 9727.09 10407.3 -129.4 210.727 1012.6 -71.0013 -112.118 14.2591
15.316 5365.04 9727.3 10408.3 -129.471 210.615 1012.61 -70.9657 -112.068 14.2358
15.317 5364.91 9727.51 10409.3 -129.542 210.503 1012.62 -70.9301 -112.019 14.2125
15.318 5364.78 9727.72 10410.3 -129.612 210.391 1012.64 -70.8945 -111.969 14.1892
15.319 5364.65 9727.93 10411.3 -129.683 210.279 1012.65 -70.8589 -111.92 14.166
15.32 5364.52 9728.14 10412.3 -129.754 210.167 1012.67 -70.8233 -111.87 14.1427
15.321 5364.39 9728.35 10413.4 -129.825 210.056 1012.68 -70.7877 -111.821 14.1195
15.322 5364.26 9728.56 10414.4 -129.896 209.944 1012.69 -70.752 -111.771 14.0964
15.323 5364.13 9728.77 10415.4 -129.966 209.832 1012.71 -70.7164 -111.722 14.0732
15.324 5364 9728.98 10416.4 -130.037 209.72 1012.72 -70.6808 -111.672 14.0501
15.325 5363.87 9729.19 10417.4 -130.108 209.609 1012.74 -70.6452 -111.623 14.0269
15.326 5363.74 9729.4 10418.4 -130.178 209.497 1012.75 -70.6096 -111.573 14.0039
15.327 5363.61 9729.61 10419.4 -130.249 209.385 1012.76 -70.574 -111.524 13.9808
15.328 5363.48 9729.82 10420.4 -130.32 209.274 1012.78 -70.5384 -111.474 13.9577
15.329 5363.35 9730.03 10421.5 -130.39 209.163 1012.79 -70.5028 -111.425 13.9347
15.33 5363.22 9730.24 10422.5 -130.461 209.051 1012.81 -70.4671 -111.375 13.9117
15.331 5363.09 9730.45 10423.5 -130.531 208.94 1012.82 -70.4315 -111.325 13.8888
15.332 5362.96 9730.66 10424.5 -130.602 208.828 1012.83 -70.3959 -111.276 13.8658
15.333 5362.83 9730.86 10425.5 -130.672 208.717 1012.85 -70.3603 -111.226 13.8429
15.334 5362.7 9731.07 10426.5 -130.742 208.606 1012.86 -70.3247 -111.177 13.82
15.335 5362.57 9731.28 10427.5 -130.813 208.495 1012.88 -70.2891 -111.127 13.7971
15.336 5362.44 9731.49 10428.5 -130.883 208.384 1012.89 -70.2534 -111.077 13.7742
15.337 5362.31 9731.7 10429.6 -130.953 208.273 1012.9 -70.2178 -111.028 13.7514
15.338 5362.17 9731.91 10430.6 -131.023 208.162 1012.92 -70.1822 -110.978 13.7286
15.339 5362.04 9732.12 10431.6 -131.093 208.051 1012.93 -70.1466 -110.928 13.7058
15.34 5361.91 9732.32 10432.6 -131.164 207.94 1012.94 -70.111 -110.879 13.683
15.341 5361.78 9732.53 10433.6 -131.234 207.829 1012.96 -70.0753 -110.829 13.6602
15.342 5361.65 9732.74 10434.6 -131.304 207.718 1012.97 -70.0397 -110.779 13.6375
15.343 5361.52 9732.95 10435.6 -131.374 207.607 1012.99 -70.0041 -110.73 13.6148
15.344 5361.39 9733.15 10436.6 -131.444 207.497 1013 -69.9685 -110.68 13.5921
15.345 5361.26 9733.36 10437.7 -131.514 207.386 1013.01 -69.9328 -110.63 13.5695
15.346 5361.12 9733.57 10438.7 -131.584 207.275 1013.03 -69.8972 -110.58 13.5468
15.347 5360.99 9733.78 10439.7 -131.653 207.165 1013.04 -69.8616 -110.531 13.5242
15.348 5360.86 9733.98 10440.7 -131.723 207.054 1013.05 -69.826 -110.481 13.5016
15.349 5360.73 9734.19 10441.7 -131.793 206.944 1013.07 -69.7904 -110.431 13.4791
15.35 5360.6 9734.4 10442.7 -131.863 206.834 1013.08 -69.7547 -110.381 13.4565
15.351 5360.47 9734.6 10443.7 -131.933 206.723 1013.09 -69.7191 -110.332 13.434
15.352 5360.33 9734.81 10444.8 -132.002 206.613 1013.11 -69.6835 -110.282 13.4115
15.353 5360.2 9735.02 10445.8 -132.072 206.503 1013.12 -69.6478 -110.232 13.389
15.354 5360.07 9735.22 10446.8 -132.142 206.392 1013.13 -69.6122 -110.182 13.3665
15.355 5359.94 9735.43 10447.8 -132.211 206.282 1013.15 -69.5766 -110.132 13.3441
15.356 5359.8 9735.64 10448.8 -132.281 206.172 1013.16 -69.541 -110.083 13.3217
15.357 5359.67 9735.84 10449.8 -132.35 206.062 1013.17 -69.5053 -110.033 13.2993
15.358 5359.54 9736.05 10450.8 -132.42 205.952 1013.19 -69.4697 -109.983 13.2769
15.359 5359.41 9736.25 10451.8 -132.489 205.842 1013.2 -69.4341 -109.933 13.2546
15.36 5359.28 9736.46 10452.9 -132.559 205.732 1013.21 -69.3984 -109.883 13.2323
15.361 5359.14 9736.67 10453.9 -132.628 205.622 1013.23 -69.3628 -109.833 13.21
15.362 5359.01 9736.87 10454.9 -132.697 205.513 1013.24 -69.3272 -109.783 13.1877
15.363 5358.88 9737.08 10455.9 -132.767 205.403 1013.25 -69.2916 -109.733 13.1654
15.364 5358.74 9737.28 10456.9 -132.836 205.293 1013.27 -69.2559 -109.683 13.1432
15.365 5358.61 9737.49 10457.9 -132.905 205.183 1013.28 -69.2203 -109.633 13.121
15.366 5358.48 9737.69 10458.9 -132.974 205.074 1013.29 -69.1847 -109.584 13.0988
15.367 5358.35 9737.9 10459.9 -133.044 204.964 1013.31 -69.149 -109.534 13.0766
15.368 5358.21 9738.1 10461 -133.113 204.855 1013.32 -69.1134 -109.484 13.0545
15.369 5358.08 9738.31 10462 -133.182 204.745 1013.33 -69.0778 -109.434 13.0324
15.37 5357.95 9738.51 10463 -133.251 204.636 1013.35 -69.0421 -109.384 13.0103
15.371 5357.81 9738.72 10464 -133.32 204.527 1013.36 -69.0065 -109.334 12.9882
15.372 5357.68 9738.92 10465 -133.389 204.417 1013.37 -68.9709 -109.284 12.9662
15.373 5357.55 9739.13 10466 -133.458 204.308 1013.38 -68.9352 -109.234 12.9441
15.374 5357.41 9739.33 10467 -133.527 204.199 1013.4 -68.8996 -109.184 12.9221
15.375 5357.28 9739.53 10468.1 -133.596 204.09 1013.41 -68.8639 -109.134 12.9001
15.376 5357.15 9739.74 10469.1 -133.664 203.981 1013.42 -68.8283 -109.084 12.8782
15.377 5357.01 9739.94 10470.1 -133.733 203.871 1013.44 -68.7927 -109.033 12.8562
15.378 5356.88 9740.15 10471.1 -133.802 203.762 1013.45 -68.757 -108.983 12.8343
15.379 5356.74 9740.35 10472.1 -133.871 203.653 1013.46 -68.7214 -108.933 12.8124
15.38 5356.61 9740.55 10473.1 -133.939 203.545 1013.47 -68.6858 -108.883 12.7905
15.381 5356.48 9740.76 10474.1 -134.008 203.436 1013.49 -68.6501 -108.833 12.7687
15.382 5356.34 9740.96 10475.2 -134.077 203.327 1013.5 -68.6145 -108.783 12.7468
15.383 5356.21 9741.16 10476.2 -134.145 203.218 1013.51 -68.5788 -108.733 12.725
15.384 5356.07 9741.37 10477.2 -134.214 203.109 1013.53 -68.5432 -108.683 12.7032
15.385 5355.94 9741.57 10478.2 -134.282 203.001 1013.54 -68.5076 -108.633 12.6815
15.386 5355.81 9741.77 10479.2 -134.351 202.892 1013.55 -68.4719 -108.583 12.6597
15.387 5355.67 9741.97 10480.2 -134.419 202.784 1013.56 -68.4363 -108.532 12.638
15.388 5355.54 9742.18 10481.2 -134.488 202.675 1013.58 -68.4007 -108.482 12.6163
15.389 5355.4 9742.38 10482.2 -134.556 202.567 1013.59 -68.365 -108.432 12.5946
15.39 5355.27 9742.58 10483.3 -134.625 202.458 1013.6 -68.3294 -108.382 12.573
15.391 5355.13 9742.78 10484.3 -134.693 202.35 1013.61 -68.2937 -108.332 12.5514
15.392 5355 9742.99 10485.3 -134.761 202.242 1013.63 -68.2581 -108.282 12.5298
15.393 5354.86 9743.19 10486.3 -134.829 202.133 1013.64 -68.2225 -108.231 12.5082
15.394 5354.73 9743.39 10487.3 -134.898 202.025 1013.65 -68.1868 -108.181 12.4866
15.395 5354.59 9743.59 10488.3 -134.966 201.917 1013.66 -68.1512 -108.131 12.4651
15.396 5354.46 9743.8 10489.3 -135.034 201.809 1013.68 -68.1155 -108.081 12.4435
15.397 5354.32 9744 10490.4 -135.102 201.701 1013.69 -68.0799 -108.03 12.422
15.398 5354.19 9744.2 10491.4 -135.17 201.593 1013.7 -68.0442 -107.98 12.4006
15.399 5354.05 9744.4 10492.4 -135.238 201.485 1013.71 -68.0086 -107.93 12.3791
15.4 5353.92 9744.6 10493.4 -135.306 201.377 1013.73 -67.973 -107.88 12.3577
15.401 5353.78 9744.8 10494.4 -135.374 201.269 1013.74 -67.9373 -107.829 12.3363
15.402 5353.65 9745 10495.4 -135.442 201.161 1013.75 -67.9017 -107.779 12.3149
15.403 5353.51 9745.21 10496.4 -135.51 201.054 1013.76 -67.866 -107.729 12.2935
15.404 5353.38 9745.41 10497.5 -135.578 200.946 1013.77 -67.8304 -107.678 12.2722
15.405 5353.24 9745.61 10498.5 -135.645 200.838 1013.79 -67.7947 -107.628 12.2509
15.406 5353.1 9745.81 10499.5 -135.713 200.731 1013.8 -67.7591 -107.578 12.2296
15.407 5352.97 9746.01 10500.5 -135.781 200.623 1013.81 -67.7235 -107.527 12.2083
15.408 5352.83 9746.21 10501.5 -135.849 200.516 1013.82 -67.6878 -107.477 12.187
15.409 5352.7 9746.41 10502.5 -135.916 200.408 1013.84 -67.6522 -107.427 12.1658
15.41 5352.56 9746.61 10503.5 -135.984 200.301 1013.85 -67.6165 -107.376 12.1446
15.411 5352.43 9746.81 10504.5 -136.052 200.193 1013.86 -67.5809 -107.326 12.1234
15.412 5352.29 9747.01 10505.6 -136.119 200.086 1013.87 -67.5452 -107.275 12.1022
15.413 5352.15 9747.21 10506.6 -136.187 199.979 1013.88 -67.5096 -107.225 12.0811
15.414 5352.02 9747.41 10507.6 -136.254 199.872 1013.9 -67.4739 -107.175 12.06
15.415 5351.88 9747.61 10508.6 -136.322 199.764 1013.91 -67.4383 -107.124 12.0389
15.416 5351.74 9747.81 10509.6 -136.389 199.657 1013.92 -67.4027 -107.074 12.0178
15.417 5351.61 9748.01 10510.6 -136.456 199.55 1013.93 -67.367 -107.023 11.9967
15.418 5351.47 9748.21 10511.6 -136.524 199.443 1013.94 -67.3314 -106.973 11.9757
15.419 5351.33 9748.41 10512.7 -136.591 199.336 1013.96 -67.2957 -106.922 11.9547
15.42 5351.2 9748.61 10513.7 -136.658 199.229 1013.97 -67.2601 -106.872 11.9337
15.421 5351.06 9748.81 10514.7 -136.726 199.123 1013.98 -67.2244 -106.822 11.9127
15.422 5350.92 9749.01 10515.7 -136.793 199.016 1013.99 -67.1888 -106.771 11.8918
15.423 5350.79 9749.2 10516.7 -136.86 198.909 1014 -67.1531 -106.721 11.8709
15.424 5350.65 9749.4 10517.7 -136.927 198.802 1014.02 -67.1175 -106.67 11.85
15.425 5350.51 9749.6 10518.7 -136.994 198.696 1014.03 -67.0818 -106.62 11.8291
15.426 5350.38 9749.8 10519.8 -137.061 198.589 1014.04 -67.0462 -106.569 11.8082
15.427 5350.24 9750 10520.8 -137.128 198.483 1014.05 -67.0106 -106.518 11.7874
15.428 5350.1 9750.2 10521.8 -137.195 198.376 1014.06 -66.9749 -106.468 11.7666
15.429 5349.97 9750.4 10522.8 -137.262 198.27 1014.08 -66.9393 -106.417 11.7458
15.43 5349.83 9750.59 10523.8 -137.329 198.163 1014.09 -66.9036 -106.367 11.725
15.431 5349.69 9750.79 10524.8 -137.396 198.057 1014.1 -66.868 -106.316 11.7042
15.432 5349.55 9750.99 10525.8 -137.463 197.951 1014.11 -66.8323 -106.266 11.6835
15.433 5349.42 9751.19 10526.9 -137.53 197.844 1014.12 -66.7967 -106.215 11.6628
15.434 5349.28 9751.39 10527.9 -137.597 197.738 1014.13 -66.761 -106.164 11.6421
15.435 5349.14 9751.58 10528.9 -137.663 197.632 1014.15 -66.7254 -106.114 11.6215
15.436 5349 9751.78 10529.9 -137.73 197.526 1014.16 -66.6897 -106.063 11.6008
15.437 5348.87 9751.98 10530.9 -137.797 197.42 1014.17 -66.6541 -106.013 11.5802
15.438 5348.73 9752.18 10531.9 -137.863 197.314 1014.18 -66.6184 -105.962 11.5596
15.439 5348.59 9752.37 10532.9 -137.93 197.208 1014.19 -66.5828 -105.911 11.539
15.44 5348.45 9752.57 10534 -137.996 197.102 1014.2 -66.5471 -105.861 11.5185
15.441 5348.31 9752.77 10535 -138.063 196.996 1014.21 -66.5115 -105.81 11.498
15.442 5348.18 9752.97 10536 -138.129 196.89 1014.23 -66.4759 -105.759 11.4774
15.443 5348.04 9753.16 10537 -138.196 196.785 1014.24 -66.4402 -105.709 11.457
15.444 5347.9 9753.36 10538 -138.262 196.679 1014.25 -66.4046 -105.658 11.4365
15.445 5347.76 9753.56 10539 -138.329 196.573 1014.26 -66.3689 -105.607 11.4161
15.446 5347.62 9753.75 10540 -138.395 196.468 1014.27 -66.3333 -105.557 11.3956
15.447 5347.48 9753.95 10541.1 -138.461 196.362 1014.28 -66.2976 -105.506 11.3752
15.448 5347.35 9754.14 10542.1 -138.528 196.257 1014.29 -66.262 -105.455 11.3549
15.449 5347.21 9754.34 10543.1 -138.594 196.151 1014.31 -66.2263 -105.404 11.3345
15.45 5347.07 9754.54 10544.1 -138.66 196.046 1014.32 -66.1907 -105.354 11.3142
15.451 5346.93 9754.73 10545.1 -138.726 195.941 1014.33 -66.155 -105.303 11.2938
15.452 5346.79 9754.93 10546.1 -138.792 195.835 1014.34 -66.1194 -105.252 11.2736
15.453 5346.65 9755.12 10547.1 -138.859 195.73 1014.35 -66.0837 -105.201 11.2533
15.454 5346.51 9755.32 10548.2 -138.925 195.625 1014.36 -66.0481 -105.151 11.233
15.455 5346.37 9755.52 10549.2 -138.991 195.52 1014.37 -66.0124 -105.1 11.2128
15.456 5346.24 9755.71 10550.2 -139.057 195.415 1014.38 -65.9768 -105.049 11.1926
