TOF EAST NORTH UP EAST_V NORTH_V UP_V EAST_A NORTH_A UP_A
14.906 5411.75 9630.97 9994.61 -97.3969 260.58 1004.55 -85.4349 -131.286 25.7721
14.907 5411.65 9631.24 9995.61 -97.4823 260.449 1004.57 -85.4002 -131.242 25.739
14.908 5411.56 9631.5 9996.62 -97.5677 260.317 1004.6 -85.3654 -131.198 25.706
14.909 5411.46 9631.76 9997.62 -97.6531 260.186 1004.62 -85.3306 -131.154 25.6729
14.91 5411.36 9632.02 9998.63 -97.7384 260.055 1004.65 -85.2958 -131.11 25.6399
14.911 5411.26 9632.28 9999.63 -97.8237 259.924 1004.67 -85.261 -131.066 25.6069
14.912 5411.16 9632.54 10000.6 -97.9089 259.793 1004.7 -85.2262 -131.022 25.5739
14.913 5411.07 9632.8 10001.6 -97.9941 259.662 1004.73 -85.1914 -130.978 25.541
14.914 5410.97 9633.06 10002.6 -98.0793 259.531 1004.75 -85.1566 -130.934 25.5081
14.915 5410.87 9633.31 10003.7 -98.1644 259.4 1004.78 -85.1218 -130.89 25.4752
14.916 5410.77 9633.57 10004.7 -98.2495 259.269 1004.8 -85.087 -130.846 25.4423
14.917 5410.67 9633.83 10005.7 -98.3346 259.138 1004.83 -85.0522 -130.801 25.4094
14.918 5410.58 9634.09 10006.7 -98.4196 259.008 1004.85 -85.0174 -130.757 25.3766
14.919 5410.48 9634.35 10007.7 -98.5046 258.877 1004.88 -84.9826 -130.713 25.3438
14.92 5410.38 9634.61 10008.7 -98.5896 258.746 1004.9 -84.9478 -130.669 25.311
14.921 5410.28 9634.87 10009.7 -98.6745 258.616 1004.93 -84.9129 -130.625 25.2783
14.922 5410.18 9635.13 10010.7 -98.7594 258.485 1004.95 -84.8781 -130.581 25.2456
14.923 5410.08 9635.39 10011.7 -98.8443 258.354 1004.98 -84.8433 -130.537 25.2129
14.924 5409.98 9635.64 10012.7 -98.9291 258.224 1005 -84.8084 -130.492 25.1802
14.925 5409.88 9635.9 10013.7 -99.0139 258.093 1005.03 -84.7736 -130.448 25.1476
14.926 5409.79 9636.16 10014.7 -99.0987 257.963 1005.05 -84.7388 -130.404 25.1149
14.927 5409.69 9636.42 10015.7 -99.1834 257.833 1005.08 -84.7039 -130.36 25.0823
14.928 5409.59 9636.68 10016.7 -99.2681 257.702 1005.1 -84.6691 -130.315 25.0498
14.929 5409.49 9636.93 10017.7 -99.3527 257.572 1005.13 -84.6342 -130.271 25.0172
14.93 5409.39 9637.19 10018.7 -99.4373 257.442 1005.15 -84.5994 -130.227 24.9847
14.931 5409.29 9637.45 10019.7 -99.5219 257.311 1005.18 -84.5645 -130.182 24.9522
14.932 5409.19 9637.71 10020.7 -99.6065 257.181 1005.2 -84.5296 -130.138 24.9197
14.933 5409.09 9637.96 10021.7 -99.691 257.051 1005.23 -84.4948 -130.094 24.8872
14.934 5408.99 9638.22 10022.7 -99.7754 256.921 1005.25 -84.4599 -130.049 24.8548
14.935 5408.89 9638.48 10023.8 -99.8599 256.791 1005.28 -84.425 -130.005 24.8224
14.936 5408.79 9638.73 10024.8 -99.9443 256.661 1005.3 -84.3902 -129.961 24.79
14.937 5408.69 9638.99 10025.8 -100.029 256.531 1005.33 -84.3553 -129.916 24.7577
14.938 5408.59 9639.25 10026.8 -100.113 256.401 1005.35 -84.3204 -129.872 24.7254
14.939 5408.49 9639.5 10027.8 -100.197 256.271 1005.38 -84.2855 -129.827 24.6931
14.94 5408.39 9639.76 10028.8 -100.282 256.142 1005.4 -84.2506 -129.783 24.6608
14.941 5408.29 9640.02 10029.8 -100.366 256.012 1005.43 -84.2157 -129.738 24.6285
14.942 5408.19 9640.27 10030.8 -100.45 255.882 1005.45 -84.1808 -129.694 24.5963
14.943 5408.09 9640.53 10031.8 -100.534 255.752 1005.48 -84.1459 -129.649 24.5641
14.944 5407.99 9640.78 10032.8 -100.618 255.623 1005.5 -84.111 -129.605 24.5319
14.945 5407.89 9641.04 10033.8 -100.702 255.493 1005.53 -84.0761 -129.56 24.4997
14.946 5407.79 9641.29 10034.8 -100.786 255.364 1005.55 -84.0412 -129.516 24.4676
14.947 5407.69 9641.55 10035.8 -100.87 255.234 1005.57 -84.0063 -129.471 24.4355
14.948 5407.59 9641.8 10036.8 -100.954 255.105 1005.6 -83.9714 -129.427 24.4034
14.949 5407.48 9642.06 10037.8 -101.038 254.975 1005.62 -83.9365 -129.382 24.3714
14.95 5407.38 9642.31 10038.8 -101.122 254.846 1005.65 -83.9016 -129.337 24.3393
14.951 5407.28 9642.57 10039.8 -101.206 254.717 1005.67 -83.8666 -129.293 24.3073
14.952 5407.18 9642.82 10040.8 -101.29 254.587 1005.7 -83.8317 -129.248 24.2753
14.953 5407.08 9643.08 10041.9 -101.374 254.458 1005.72 -83.7968 -129.203 24.2434
14.954 5406.98 9643.33 10042.9 -101.458 254.329 1005.75 -83.7618 -129.159 24.2115
14.955 5406.88 9643.59 10043.9 -101.541 254.2 1005.77 -83.7269 -129.114 24.1795
14.956 5406.77 9643.84 10044.9 -101.625 254.071 1005.79 -83.692 -129.069 24.1477
14.957 5406.67 9644.09 10045.9 -101.709 253.942 1005.82 -83.657 -129.025 24.1158
14.958 5406.57 9644.35 10046.9 -101.792 253.813 1005.84 -83.6221 -128.98 24.084
14.959 5406.47 9644.6 10047.9 -101.876 253.684 1005.87 -83.5871 -128.935 24.0521
14.96 5406.37 9644.86 10048.9 -101.96 253.555 1005.89 -83.5522 -128.89 24.0204
14.961 5406.27 9645.11 10049.9 -102.043 253.426 1005.91 -83.5172 -128.846 23.9886
14.962 5406.16 9645.36 10050.9 -102.127 253.297 1005.94 -83.4822 -128.801 23.9569
14.963 5406.06 9645.62 10051.9 -102.21 253.168 1005.96 -83.4473 -128.756 23.9251
14.964 5405.96 9645.87 10052.9 -102.294 253.04 1005.99 -83.4123 -128.711 23.8935
14.965 5405.86 9646.12 10053.9 -102.377 252.911 1006.01 -83.3774 -128.666 23.8618
14.966 5405.75 9646.37 10054.9 -102.46 252.782 1006.03 -83.3424 -128.621 23.8302
14.967 5405.65 9646.63 10055.9 -102.544 252.654 1006.06 -83.3074 -128.577 23.7985
14.968 5405.55 9646.88 10056.9 -102.627 252.525 1006.08 -83.2724 -128.532 23.767
14.969 5405.45 9647.13 10057.9 -102.71 252.397 1006.1 -83.2374 -128.487 23.7354
14.97 5405.34 9647.39 10059 -102.793 252.268 1006.13 -83.2025 -128.442 23.7038
14.971 5405.24 9647.64 10060 -102.877 252.14 1006.15 -83.1675 -128.397 23.6723
14.972 5405.14 9647.89 10061 -102.96 252.011 1006.18 -83.1325 -128.352 23.6408
14.973 5405.04 9648.14 10062 -103.043 251.883 1006.2 -83.0975 -128.307 23.6094
14.974 5404.93 9648.39 10063 -103.126 251.755 1006.22 -83.0625 -128.262 23.5779
14.975 5404.83 9648.64 10064 -103.209 251.627 1006.25 -83.0275 -128.217 23.5465
14.976 5404.73 9648.9 10065 -103.292 251.498 1006.27 -82.9925 -128.172 23.5151
14.977 5404.62 9649.15 10066 -103.375 251.37 1006.29 -82.9575 -128.127 23.4837
14.978 5404.52 9649.4 10067 -103.458 251.242 1006.32 -82.9225 -128.082 23.4524
14.979 5404.42 9649.65 10068 -103.541 251.114 1006.34 -82.8875 -128.037 23.4211
14.98 5404.31 9649.9 10069 -103.624 250.986 1006.36 -82.8524 -127.992 23.3898
14.981 5404.21 9650.15 10070 -103.706 250.858 1006.39 -82.8174 -127.946 23.3585
14.982 5404.1 9650.4 10071 -103.789 250.73 1006.41 -82.7824 -127.901 23.3273
14.983 5404 9650.65 10072 -103.872 250.602 1006.43 -82.7474 -127.856 23.296
14.984 5403.9 9650.9 10073 -103.955 250.474 1006.46 -82.7123 -127.811 23.2648
14.985 5403.79 9651.15 10074 -104.037 250.347 1006.48 -82.6773 -127.766 23.2337
14.986 5403.69 9651.4 10075.1 -104.12 250.219 1006.5 -82.6423 -127.721 23.2025
14.987 5403.58 9651.66 10076.1 -104.203 250.091 1006.53 -82.6072 -127.676 23.1714
14.988 5403.48 9651.91 10077.1 -104.285 249.964 1006.55 -82.5722 -127.63 23.1403
14.989 5403.38 9652.16 10078.1 -104.368 249.836 1006.57 -82.5372 -127.585 23.1092
14.99 5403.27 9652.4 10079.1 -104.45 249.708 1006.6 -82.5021 -127.54 23.0782
14.991 5403.17 9652.65 10080.1 -104.533 249.581 1006.62 -82.4671 -127.495 23.0471
14.992 5403.06 9652.9 10081.1 -104.615 249.453 1006.64 -82.432 -127.449 23.0161
14.993 5402.96 9653.15 10082.1 -104.698 249.326 1006.67 -82.397 -127.404 22.9852
14.994 5402.85 9653.4 10083.1 -104.78 249.199 1006.69 -82.3619 -127.359 22.9542
14.995 5402.75 9653.65 10084.1 -104.863 249.071 1006.71 -82.3269 -127.313 22.9233
14.996 5402.64 9653.9 10085.1 -104.945 248.944 1006.73 -82.2918 -127.268 22.8924
14.997 5402.54 9654.15 10086.1 -105.027 248.817 1006.76 -82.2567 -127.223 22.8615
14.998 5402.43 9654.4 10087.1 -105.109 248.69 1006.78 -82.2217 -127.177 22.8307
14.999 5402.33 9654.65 10088.1 -105.192 248.562 1006.8 -82.1866 -127.132 22.7998
15 5402.22 9654.9 10089.1 -105.274 248.435 1006.83 -82.1515 -127.087 22.769
15.001 5402.12 9655.14 10090.2 -105.356 248.308 1006.85 -82.1164 -127.041 22.7382
15.002 5402.01 9655.39 10091.2 -105.438 248.181 1006.87 -82.0814 -126.996 22.7075
15.003 5401.91 9655.64 10092.2 -105.52 248.054 1006.89 -82.0463 -126.95 22.6767
15.004 5401.8 9655.89 10093.2 -105.602 247.927 1006.92 -82.0112 -126.905 22.646
15.005 5401.7 9656.14 10094.2 -105.684 247.8 1006.94 -81.9761 -126.86 22.6154
15.006 5401.59 9656.38 10095.2 -105.766 247.674 1006.96 -81.941 -126.814 22.5847
15.007 5401.48 9656.63 10096.2 -105.848 247.547 1006.98 -81.9059 -126.769 22.5541
15.008 5401.38 9656.88 10097.2 -105.93 247.42 1007.01 -81.8708 -126.723 22.5235
15.009 5401.27 9657.13 10098.2 -106.012 247.293 1007.03 -81.8357 -126.678 22.4929
15.01 5401.17 9657.37 10099.2 -106.093 247.167 1007.05 -81.8006 -126.632 22.4623
15.011 5401.06 9657.62 10100.2 -106.175 247.04 1007.07 -81.7655 -126.586 22.4318
15.012 5400.95 9657.87 10101.2 -106.257 246.913 1007.1 -81.7304 -126.541 22.4013
15.013 5400.85 9658.11 10102.2 -106.339 246.787 1007.12 -81.6953 -126.495 22.3708
15.014 5400.74 9658.36 10103.2 -106.42 246.66 1007.14 -81.6602 -126.45 22.3403
15.015 5400.63 9658.61 10104.3 -106.502 246.534 1007.16 -81.6251 -126.404 22.3099
15.016 5400.53 9658.85 10105.3 -106.584 246.408 1007.19 -81.59 -126.358 22.2794
15.017 5400.42 9659.1 10106.3 -106.665 246.281 1007.21 -81.5548 -126.313 22.2491
15.018 5400.31 9659.35 10107.3 -106.747 246.155 1007.23 -81.5197 -126.267 22.2187
15.019 5400.21 9659.59 10108.3 -106.828 246.029 1007.25 -81.4846 -126.221 22.1884
15.02 5400.1 9659.84 10109.3 -106.91 245.903 1007.27 -81.4495 -126.176 22.158
15.021 5399.99 9660.08 10110.3 -106.991 245.776 1007.3 -81.4143 -126.13 22.1277
15.022 5399.89 9660.33 10111.3 -107.073 245.65 1007.32 -81.3792 -126.084 22.0975
15.023 5399.78 9660.58 10112.3 -107.154 245.524 1007.34 -81.3441 -126.039 22.0672
15.024 5399.67 9660.82 10113.3 -107.235 245.398 1007.36 -81.3089 -125.993 22.037
15.025 5399.57 9661.07 10114.3 -107.317 245.272 1007.39 -81.2738 -125.947 22.0068
15.026 5399.46 9661.31 10115.3 -107.398 245.146 1007.41 -81.2386 -125.901 21.9766
15.027 5399.35 9661.56 10116.3 -107.479 245.021 1007.43 -81.2035 -125.856 21.9465
15.028 5399.24 9661.8 10117.3 -107.56 244.895 1007.45 -81.1683 -125.81 21.9164
15.029 5399.14 9662.05 10118.4 -107.641 244.769 1007.47 -81.1332 -125.764 21.8863
15.03 5399.03 9662.29 10119.4 -107.722 244.643 1007.49 -81.098 -125.718 21.8562
15.031 5398.92 9662.54 10120.4 -107.804 244.517 1007.52 -81.0629 -125.672 21.8262
15.032 5398.81 9662.78 10121.4 -107.885 244.392 1007.54 -81.0277 -125.626 21.7961
15.033 5398.7 9663.02 10122.4 -107.966 244.266 1007.56 -80.9925 -125.581 21.7661
15.034 5398.6 9663.27 10123.4 -108.047 244.141 1007.58 -80.9574 -125.535 21.7362
15.035 5398.49 9663.51 10124.4 -108.127 244.015 1007.6 -80.9222 -125.489 21.7062
15.036 5398.38 9663.76 10125.4 -108.208 243.89 1007.63 -80.887 -125.443 21.6763
15.037 5398.27 9664 10126.4 -108.289 243.764 1007.65 -80.8519 -125.397 21.6464
15.038 5398.16 9664.24 10127.4 -108.37 243.639 1007.67 -80.8167 -125.351 21.6165
15.039 5398.06 9664.49 10128.4 -108.451 243.514 1007.69 -80.7815 -125.305 21.5866
15.04 5397.95 9664.73 10129.4 -108.532 243.388 1007.71 -80.7463 -125.259 21.5568
15.041 5397.84 9664.98 10130.4 -108.612 243.263 1007.73 -80.7111 -125.213 21.527
15.042 5397.73 9665.22 10131.5 -108.693 243.138 1007.75 -80.676 -125.167 21.4972
15.043 5397.62 9665.46 10132.5 -108.774 243.013 1007.78 -80.6408 -125.121 21.4675
15.044 5397.51 9665.7 10133.5 -108.854 242.888 1007.8 -80.6056 -125.075 21.4377
15.045 5397.4 9665.95 10134.5 -108.935 242.763 1007.82 -80.5704 -125.029 21.408
15.046 5397.29 9666.19 10135.5 -109.016 242.638 1007.84 -80.5352 -124.983 21.3783
15.047 5397.18 9666.43 10136.5 -109.096 242.513 1007.86 -80.5 -124.937 21.3487
15.048 5397.08 9666.67 10137.5 -109.177 242.388 1007.88 -80.4648 -124.891 21.319
15.049 5396.97 9666.92 10138.5 -109.257 242.263 1007.9 -80.4296 -124.845 21.2894
15.05 5396.86 9667.16 10139.5 -109.337 242.138 1007.93 -80.3944 -124.798 21.2598
15.051 5396.75 9667.4 10140.5 -109.418 242.013 1007.95 -80.3592 -124.752 21.2303
15.052 5396.64 9667.64 10141.5 -109.498 241.888 1007.97 -80.324 -124.706 21.2007
15.053 5396.53 9667.89 10142.5 -109.578 241.764 1007.99 -80.2888 -124.66 21.1712
15.054 5396.42 9668.13 10143.5 -109.659 241.639 1008.01 -80.2535 -124.614 21.1417
15.055 5396.31 9668.37 10144.6 -109.739 241.515 1008.03 -80.2183 -124.568 21.1123
15.056 5396.2 9668.61 10145.6 -109.819 241.39 1008.05 -80.1831 -124.521 21.0828
15.057 5396.09 9668.85 10146.6 -109.899 241.266 1008.07 -80.1479 -124.475 21.0534
15.058 5395.98 9669.09 10147.6 -109.979 241.141 1008.09 -80.1127 -124.429 21.024
15.059 5395.87 9669.33 10148.6 -110.059 241.017 1008.12 -80.0774 -124.383 20.9946
15.06 5395.76 9669.57 10149.6 -110.14 240.892 1008.14 -80.0422 -124.337 20.9653
15.061 5395.65 9669.82 10150.6 -110.22 240.768 1008.16 -80.007 -124.29 20.936
15.062 5395.54 9670.06 10151.6 -110.3 240.644 1008.18 -79.9717 -124.244 20.9067
15.063 5395.43 9670.3 10152.6 -110.38 240.519 1008.2 -79.9365 -124.198 20.8774
15.064 5395.32 9670.54 10153.6 -110.459 240.395 1008.22 -79.9013 -124.151 20.8482
15.065 5395.21 9670.78 10154.6 -110.539 240.271 1008.24 -79.866 -124.105 20.8189
15.066 5395.1 9671.02 10155.6 -110.619 240.147 1008.26 -79.8308 -124.059 20.7897
15.067 5394.99 9671.26 10156.7 -110.699 240.023 1008.28 -79.7955 -124.012 20.7606
15.068 5394.88 9671.5 10157.7 -110.779 239.899 1008.3 -79.7603 -123.966 20.7314
15.069 5394.77 9671.74 10158.7 -110.859 239.775 1008.32 -79.725 -123.92 20.7023
15.07 5394.65 9671.98 10159.7 -110.938 239.651 1008.35 -79.6898 -123.873 20.6732
15.071 5394.54 9672.22 10160.7 -111.018 239.527 1008.37 -79.6545 -123.827 20.6441
15.072 5394.43 9672.46 10161.7 -111.098 239.404 1008.39 -79.6193 -123.78 20.615
15.073 5394.32 9672.7 10162.7 -111.177 239.28 1008.41 -79.584 -123.734 20.586
15.074 5394.21 9672.93 10163.7 -111.257 239.156 1008.43 -79.5487 -123.687 20.557
15.075 5394.1 9673.17 10164.7 -111.336 239.032 1008.45 -79.5135 -123.641 20.528
15.076 5393.99 9673.41 10165.7 -111.416 238.909 1008.47 -79.4782 -123.594 20.4991
15.077 5393.88 9673.65 10166.7 -111.495 238.785 1008.49 -79.4429 -123.548 20.4701
15.078 5393.76 9673.89 10167.7 -111.575 238.662 1008.51 -79.4077 -123.501 20.4412
15.079 5393.65 9674.13 10168.8 -111.654 238.538 1008.53 -79.3724 -123.455 20.4123
15.08 5393.54 9674.37 10169.8 -111.733 238.415 1008.55 -79.3371 -123.408 20.3835
15.081 5393.43 9674.61 10170.8 -111.813 238.291 1008.57 -79.3018 -123.362 20.3546
15.082 5393.32 9674.84 10171.8 -111.892 238.168 1008.59 -79.2666 -123.315 20.3258
15.083 5393.21 9675.08 10172.8 -111.971 238.045 1008.61 -79.2313 -123.269 20.297
15.084 5393.09 9675.32 10173.8 -112.05 237.922 1008.63 -79.196 -123.222 20.2683
15.085 5392.98 9675.56 10174.8 -112.13 237.798 1008.65 -79.1607 -123.175 20.2395
15.086 5392.87 9675.8 10175.8 -112.209 237.675 1008.67 -79.1254 -123.129 20.2108
15.087 5392.76 9676.03 10176.8 -112.288 237.552 1008.69 -79.0901 -123.082 20.1821
15.088 5392.64 9676.27 10177.8 -112.367 237.429 1008.71 -79.0548 -123.035 20.1535
15.089 5392.53 9676.51 10178.8 -112.446 237.306 1008.73 -79.0195 -122.989 20.1248
15.09 5392.42 9676.75 10179.8 -112.525 237.183 1008.75 -78.9842 -122.942 20.0962
15.091 5392.31 9676.98 10180.9 -112.604 237.06 1008.77 -78.9489 -122.895 20.0676
15.092 5392.19 9677.22 10181.9 -112.683 236.937 1008.79 -78.9136 -122.849 20.039
15.093 5392.08 9677.46 10182.9 -112.762 236.814 1008.81 -78.8783 -122.802 20.0105
15.094 5391.97 9677.69 10183.9 -112.841 236.692 1008.83 -78.843 -122.755 19.982
15.095 5391.86 9677.93 10184.9 -112.919 236.569 1008.85 -78.8077 -122.709 19.9535
15.096 5391.74 9678.17 10185.9 -112.998 236.446 1008.87 -78.7724 -122.662 19.925
15.097 5391.63 9678.4 10186.9 -113.077 236.324 1008.89 -78.7371 -122.615 19.8965
15.098 5391.52 9678.64 10187.9 -113.156 236.201 1008.91 -78.7018 -122.568 19.8681
15.099 5391.4 9678.88 10188.9 -113.234 236.078 1008.93 -78.6665 -122.521 19.8397
15.1 5391.29 9679.11 10189.9 -113.313 235.956 1008.95 -78.6312 -122.475 19.8113
15.101 5391.18 9679.35 10190.9 -113.392 235.834 1008.97 -78.5958 -122.428 19.783
15.102 5391.06 9679.58 10192 -113.47 235.711 1008.99 -78.5605 -122.381 19.7546
15.103 5390.95 9679.82 10193 -113.549 235.589 1009.01 -78.5252 -122.334 19.7263
15.104 5390.84 9680.05 10194 -113.627 235.466 1009.03 -78.4899 -122.287 19.698
15.105 5390.72 9680.29 10195 -113.706 235.344 1009.05 -78.4545 -122.24 19.6698
15.106 5390.61 9680.52 10196 -113.784 235.222 1009.07 -78.4192 -122.193 19.6416
15.107 5390.5 9680.76 10197 -113.863 235.1 1009.09 -78.3839 -122.147 19.6133
15.108 5390.38 9681 10198 -113.941 234.978 1009.11 -78.3485 -122.1 19.5852
15.109 5390.27 9681.23 10199 -114.019 234.856 1009.13 -78.3132 -122.053 19.557
15.11 5390.15 9681.46 10200 -114.098 234.734 1009.15 -78.2779 -122.006 19.5289
15.111 5390.04 9681.7 10201 -114.176 234.612 1009.17 -78.2425 -121.959 19.5007
15.112 5389.93 9681.93 10202 -114.254 234.49 1009.19 -78.2072 -121.912 19.4726
15.113 5389.81 9682.17 10203.1 -114.332 234.368 1009.21 -78.1718 -121.865 19.4446
15.114 5389.7 9682.4 10204.1 -114.41 234.246 1009.23 -78.1365 -121.818 19.4165
15.115 5389.58 9682.64 10205.1 -114.489 234.124 1009.25 -78.1011 -121.771 19.3885
15.116 5389.47 9682.87 10206.1 -114.567 234.002 1009.27 -78.0658 -121.724 19.3605
15.117 5389.35 9683.1 10207.1 -114.645 233.881 1009.29 -78.0304 -121.677 19.3325
15.118 5389.24 9683.34 10208.1 -114.723 233.759 1009.3 -77.9951 -121.63 19.3046
15.119 5389.12 9683.57 10209.1 -114.801 233.637 1009.32 -77.9597 -121.583 19.2767
15.12 5389.01 9683.81 10210.1 -114.879 233.516 1009.34 -77.9244 -121.535 19.2488
15.121 5388.89 9684.04 10211.1 -114.957 233.394 1009.36 -77.889 -121.488 19.2209
15.122 5388.78 9684.27 10212.1 -115.034 233.273 1009.38 -77.8536 -121.441 19.1931
15.123 5388.66 9684.51 10213.1 -115.112 233.151 1009.4 -77.8183 -121.394 19.1652
15.124 5388.55 9684.74 10214.2 -115.19 233.03 1009.42 -77.7829 -121.347 19.1374
15.125 5388.43 9684.97 10215.2 -115.268 232.909 1009.44 -77.7476 -121.3 19.1096
15.126 5388.32 9685.2 10216.2 -115.346 232.788 1009.46 -77.7122 -121.253 19.0819
15.127 5388.2 9685.44 10217.2 -115.423 232.666 1009.48 -77.6768 -121.206 19.0542
15.128 5388.09 9685.67 10218.2 -115.501 232.545 1009.5 -77.6414 -121.158 19.0264
15.129 5387.97 9685.9 10219.2 -115.578 232.424 1009.52 -77.6061 -121.111 18.9988
15.13 5387.86 9686.14 10220.2 -115.656 232.303 1009.53 -77.5707 -121.064 18.9711
15.131 5387.74 9686.37 10221.2 -115.734 232.182 1009.55 -77.5353 -121.017 18.9435
15.132 5387.62 9686.6 10222.2 -115.811 232.061 1009.57 -77.4999 -120.969 18.9159
15.133 5387.51 9686.83 10223.2 -115.889 231.94 1009.59 -77.4645 -120.922 18.8883
15.134 5387.39 9687.06 10224.3 -115.966 231.819 1009.61 -77.4292 -120.875 18.8607
15.135 5387.28 9687.3 10225.3 -116.043 231.698 1009.63 -77.3938 -120.828 18.8332
15.136 5387.16 9687.53 10226.3 -116.121 231.577 1009.65 -77.3584 -120.78 18.8056
15.137 5387.04 9687.76 10227.3 -116.198 231.457 1009.67 -77.323 -120.733 18.7781
15.138 5386.93 9687.99 10228.3 -116.276 231.336 1009.68 -77.2876 -120.686 18.7507
15.139 5386.81 9688.22 10229.3 -116.353 231.215 1009.7 -77.2522 -120.638 18.7232
15.14 5386.7 9688.45 10230.3 -116.43 231.095 1009.72 -77.2168 -120.591 18.6958
15.141 5386.58 9688.68 10231.3 -116.507 230.974 1009.74 -77.1814 -120.544 18.6684
15.142 5386.46 9688.91 10232.3 -116.584 230.854 1009.76 -77.146 -120.496 18.641
15.143 5386.35 9689.14 10233.3 -116.661 230.733 1009.78 -77.1106 -120.449 18.6137
15.144 5386.23 9689.38 10234.4 -116.739 230.613 1009.8 -77.0752 -120.402 18.5864
15.145 5386.11 9689.61 10235.4 -116.816 230.492 1009.82 -77.0398 -120.354 18.5591
15.146 5386 9689.84 10236.4 -116.893 230.372 1009.83 -77.0044 -120.307 18.5318
15.147 5385.88 9690.07 10237.4 -116.97 230.252 1009.85 -76.969 -120.259 18.5045
15.148 5385.76 9690.3 10238.4 -117.047 230.131 1009.87 -76.9336 -120.212 18.4773
15.149 5385.64 9690.53 10239.4 -117.124 230.011 1009.89 -76.8982 -120.164 18.4501
15.15 5385.53 9690.76 10240.4 -117.2 229.891 1009.91 -76.8628 -120.117 18.4229
15.151 5385.41 9690.99 10241.4 -117.277 229.771 1009.93 -76.8274 -120.069 18.3958
15.152 5385.29 9691.22 10242.4 -117.354 229.651 1009.94 -76.7919 -120.022 18.3686
15.153 5385.18 9691.45 10243.4 -117.431 229.531 1009.96 -76.7565 -119.974 18.3415
15.154 5385.06 9691.68 10244.4 -117.508 229.411 1009.98 -76.7211 -119.927 18.3144
15.155 5384.94 9691.9 10245.5 -117.584 229.291 1010 -76.6857 -119.879 18.2874
15.156 5384.82 9692.13 10246.5 -117.661 229.171 1010.02 -76.6503 -119.832 18.2603
15.157 5384.71 9692.36 10247.5 -117.738 229.051 1010.04 -76.6148 -119.784 18.2333
15.158 5384.59 9692.59 10248.5 -117.814 228.932 1010.05 -76.5794 -119.737 18.2063
15.159 5384.47 9692.82 10249.5 -117.891 228.812 1010.07 -76.544 -119.689 18.1793
15.16 5384.35 9693.05 10250.5 -117.967 228.692 1010.09 -76.5086 -119.641 18.1524
15.161 5384.23 9693.28 10251.5 -118.044 228.573 1010.11 -76.4731 -119.594 18.1255
15.162 5384.12 9693.51 10252.5 -118.12 228.453 1010.13 -76.4377 -119.546 18.0986
15.163 5384 9693.74 10253.5 -118.197 228.334 1010.15 -76.4023 -119.499 18.0717
15.164 5383.88 9693.96 10254.6 -118.273 228.214 1010.16 -76.3668 -119.451 18.0448
15.165 5383.76 9694.19 10255.6 -118.349 228.095 1010.18 -76.3314 -119.403 18.018
15.166 5383.64 9694.42 10256.6 -118.426 227.975 1010.2 -76.2959 -119.356 17.9912
15.167 5383.52 9694.65 10257.6 -118.502 227.856 1010.22 -76.2605 -119.308 17.9644
15.168 5383.41 9694.88 10258.6 -118.578 227.737 1010.24 -76.2251 -119.26 17.9377
15.169 5383.29 9695.1 10259.6 -118.654 227.617 1010.25 -76.1896 -119.212 17.9109
15.17 5383.17 9695.33 10260.6 -118.731 227.498 1010.27 -76.1542 -119.165 17.8842
15.171 5383.05 9695.56 10261.6 -118.807 227.379 1010.29 -76.1187 -119.117 17.8575
15.172 5382.93 9695.79 10262.6 -118.883 227.26 1010.31 -76.0833 -119.069 17.8309
15.173 5382.81 9696.01 10263.6 -118.959 227.141 1010.32 -76.0478 -119.021 17.8042
15.174 5382.69 9696.24 10264.7 -119.035 227.022 1010.34 -76.0124 -118.974 17.7776
15.175 5382.57 9696.47 10265.7 -119.111 226.903 1010.36 -75.9769 -118.926 17.751
15.176 5382.45 9696.69 10266.7 -119.187 226.784 1010.38 -75.9415 -118.878 17.7245
15.177 5382.34 9696.92 10267.7 -119.263 226.665 1010.4 -75.906 -118.83 17.6979
15.178 5382.22 9697.15 10268.7 -119.339 226.546 1010.41 -75.8706 -118.782 17.6714
15.179 5382.1 9697.37 10269.7 -119.415 226.428 1010.43 -75.8351 -118.735 17.6449
15.18 5381.98 9697.6 10270.7 -119.49 226.309 1010.45 -75.7996 -118.687 17.6184
15.181 5381.86 9697.83 10271.7 -119.566 226.19 1010.47 -75.7642 -118.639 17.592
15.182 5381.74 9698.05 10272.7 -119.642 226.072 1010.48 -75.7287 -118.591 17.5656
15.183 5381.62 9698.28 10273.7 -119.718 225.953 1010.5 -75.6932 -118.543 17.5392
15.184 5381.5 9698.5 10274.8 -119.793 225.835 1010.52 -75.6578 -118.495 17.5128
15.185 5381.38 9698.73 10275.8 -119.869 225.716 1010.54 -75.6223 -118.447 17.4864
15.186 5381.26 9698.96 10276.8 -119.945 225.598 1010.55 -75.5868 -118.399 17.4601
15.187 5381.14 9699.18 10277.8 -120.02 225.479 1010.57 -75.5514 -118.351 17.4338
15.188 5381.02 9699.41 10278.8 -120.096 225.361 1010.59 -75.5159 -118.303 17.4075
15.189 5380.9 9699.63 10279.8 -120.171 225.243 1010.61 -75.4804 -118.255 17.3813
15.19 5380.78 9699.86 10280.8 -120.247 225.125 1010.62 -75.4449 -118.207 17.355
15.191 5380.66 9700.08 10281.8 -120.322 225.006 1010.64 -75.4095 -118.159 17.3288
