tof posE posN posU tgtE tgtN tgtU normComm normAch pitchRate thetaRate pitchDefl alpha theta sideComm sideAch yawRate psiRate yawDefl beta psi rollComm phiRate rollRate rollDefl roll seekPitchErr seekYawErr staticMargin mach
0.0480000000 0.0986029990 0.0827377401 0.0969450214 3000.0000000000 0.0000000000 3000.0000000000 0.0010213925 -0.7655634170 -0.0013801534 -0.0012746884 -0.0019541910 2.4600206417 39.9999863888 -0.0019074817 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000015947 -0.0000082421 1.1482121383 0.0241695332
0.0490000000 0.1037912810 0.0870912256 0.1021574407 3000.0000000000 0.0000000000 3000.0000000000 0.0010990952 -0.7655350923 -0.0014920758 -0.0013801534 -0.0020309964 2.4178082175 39.9999850087 -0.0020599176 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000016760 -0.0000086822 1.1527602275 0.0251142194
0.0500000000 0.1091760254 0.0916095627 0.1075752580 3000.0000000000 0.0000000000 3000.0000000000 0.0011813348 -0.7655057229 -0.0016107249 -0.0014920758 -0.0021090614 2.3767677456 39.9999835166 -0.0022217548 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000017601 -0.0000091392 1.1572562863 0.0260795921
0.0510000000 0.1147613660 0.0962962199 0.1132030014 3000.0000000000 0.0000000000 3000.0000000000 0.0012682913 -0.7654753005 -0.0017363758 -0.0016107249 -0.0021883989 2.3368671102 39.9999819059 -0.0023933892 0.0000000000 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000018471 -0.0000096136 1.1616995483 0.0270656600
0.0520000000 0.1205514379 0.1011546671 0.1190452008 3000.0000000000 0.0000000000 3000.0000000000 0.0013601486 -0.7654438802 -0.0018693726 -0.0017363758 -0.0022690207 2.2980736673 39.9999801695 -0.0025752258 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000019371 -0.0000101056 1.1666682041 0.0280724319
0.0530000000 0.1265463417 0.1061849887 0.1251019669 3000.0000000000 0.0000000000 3000.0000000000 0.0014552570 -0.7654118420 -0.0020099118 -0.0018693726 -0.0023531769 2.2619252883 39.9999783001 -0.0027638173 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 40.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000 0.0000020301 -0.0000106157 1.1714111783 0.0290797193
0.0540000000 0.1327461779 0.1113872689 0.1313734099 3000.0000000000 0.0000000000 3000.0000000000 0.0015536213 -0.7653792023 -0.0021581901 -0.0020099118 -0.0024405145 2.2281581025 39.9999762902 -0.0029591740 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 40.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000 0.0000021260 -0.0000111437 1.1759466287 0.0300875211
0.0550000000 0.1391510469 0.1167615922 0.1378596406 3000.0000000000 0.0000000000 3000.0000000000 0.0016552460 -0.7653459783 -0.0023144044 -0.0021581901 -0.0025309375 2.1965422002 39.9999741320 -0.0031613060 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 40.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000 0.0000022250 -0.0000116898 1.1802908169 0.0310958365
0.0560000000 0.1457610494 0.1223080428 0.1445607694 3000.0000000000 0.0000000000 3000.0000000000 0.0017601356 -0.7653121874 -0.0024787521 -0.0023144044 -0.0026243631 2.1668763401 39.9999718176 -0.0033702235 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 40.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000 0.0000023269 -0.0000122537 1.1844583497 0.0321046646
0.0570000000 0.1525762859 0.1280267052 0.1514769068 3000.0000000000 0.0000000000 3000.0000000000 0.0018682947 -0.7652778475 -0.0026514311 -0.0024787521 -0.0027207190 2.1389836162 39.9999693389 -0.0035859366 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 40.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000 0.0000024318 -0.0000128356 1.1884623840 0.0331140047
0.0580000000 0.1595968569 0.1339176638 0.1586081634 3000.0000000000 0.0000000000 3000.0000000000 0.0019797279 -0.7652429772 -0.0028326393 -0.0026514311 -0.0028199425 2.1127078879 39.9999666875 -0.0038084557 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 40.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000 0.0000025396 -0.0000134353 1.1923148025 0.0341238562
0.0590000000 0.1668228631 0.1399810029 0.1659546499 3000.0000000000 0.0000000000 3000.0000000000 0.0020944398 -0.7652075956 -0.0030225750 -0.0028326393 -0.0029219786 2.0879108197 39.9999638548 -0.0040377908 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 40.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000 0.0000026504 -0.0000140529 1.1960263644 0.0351342185
0.0600000000 0.1742544050 0.1462168070 0.1735164769 3000.0000000000 0.0000000000 3000.0000000000 0.0022124351 -0.7651717221 -0.0032214369 -0.0030225750 -0.0030267790 2.0644694142 39.9999608322 -0.0042739522 0.0000000000 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 40.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000 0.0000027642 -0.0000146883 1.1996068349 0.0361450912
