TOF EAST NORTH UP EAST_V NORTH_V UP_V EAST_A NORTH_A UP_A tgtE tgtN tgtU
0.263 250.225 63.2689 89.9847 888.58 310.215 447.987 -584.217 501.906 811.239 5000 10000 12500
0.264 251.114 63.5793 90.4331 887.995 310.716 448.799 -585.33 501.343 811.042 5000 10000 12500
0.265 252.001 63.8903 90.8823 887.409 311.217 449.609 -586.44 500.776 810.841 5000 10000 12500
0.266 252.888 64.2018 91.3323 886.822 311.718 450.42 -587.547 500.206 810.635 5000 10000 12500
0.267 253.775 64.5137 91.7832 886.234 312.218 451.231 -588.651 499.632 810.426 5000 10000 12500
0.268 254.661 64.8262 92.2348 885.645 312.717 452.041 -589.753 499.055 810.212 5000 10000 12500
0.269 255.546 65.1392 92.6872 885.055 313.216 452.851 -590.852 498.474 809.994 5000 10000 12500
0.27 256.431 65.4526 93.1405 884.463 313.714 453.661 -591.948 497.889 809.772 5000 10000 12500
0.271 257.315 65.7666 93.5946 883.871 314.211 454.471 -593.042 497.301 809.546 5000 10000 12500
0.272 258.199 66.081 94.0494 883.277 314.708 455.28 -594.132 496.709 809.315 5000 10000 12500
0.273 259.082 66.396 94.5051 882.682 315.205 456.089 -595.22 496.114 809.08 5000 10000 12500
0.274 259.964 66.7114 94.9616 882.087 315.701 456.898 -596.305 495.515 808.842 5000 10000 12500
0.275 260.846 67.0274 95.4189 881.49 316.196 457.707 -597.387 494.912 808.599 5000 10000 12500
0.276 261.727 67.3438 95.877 880.892 316.691 458.515 -598.466 494.306 808.352 5000 10000 12500
0.277 262.608 67.6608 96.336 880.293 317.185 459.324 -599.542 493.696 808.101 5000 10000 12500
0.278 263.488 67.9782 96.7957 879.693 317.678 460.132 -600.615 493.083 807.845 5000 10000 12500
0.279 264.367 68.2961 97.2562 879.092 318.171 460.939 -601.685 492.467 807.586 5000 10000 12500
0.28 265.246 68.6146 97.7176 878.49 318.663 461.747 -602.753 491.846 807.323 5000 10000 12500
0.281 266.124 68.9335 98.1797 877.886 319.154 462.554 -603.817 491.223 807.055 5000 10000 12500
0.282 267.002 69.2529 98.6427 877.282 319.645 463.361 -604.878 490.596 806.783 5000 10000 12500
0.283 267.879 69.5728 99.1064 876.676 320.136 464.168 -605.936 489.965 806.507 5000 10000 12500
0.284 268.755 69.8931 99.571 876.07 320.625 464.974 -606.991 489.331 806.227 5000 10000 12500
0.285 269.631 70.214 100.036 875.462 321.114 465.78 -608.043 488.693 805.943 5000 10000 12500
0.286 270.506 70.5354 100.503 874.854 321.603 466.586 -609.092 488.052 805.655 5000 10000 12500
0.287 271.38 70.8572 100.97 874.244 322.09 467.391 -610.137 487.407 805.363 5000 10000 12500
0.288 272.254 71.1795 101.437 873.634 322.577 468.197 -611.18 486.759 805.067 5000 10000 12500
0.289 273.128 71.5024 101.906 873.022 323.064 469.002 -612.219 486.108 804.766 5000 10000 12500
0.29 274 71.8257 102.375 872.409 323.55 469.806 -613.255 485.453 804.462 5000 10000 12500
0.291 274.872 72.1495 102.846 871.795 324.035 470.61 -614.288 484.795 804.153 5000 10000 12500
0.292 275.744 72.4737 103.317 871.181 324.519 471.414 -615.317 484.133 803.841 5000 10000 12500
0.293 276.615 72.7985 103.788 870.565 325.003 472.218 -616.344 483.468 803.524 5000 10000 12500
0.294 277.485 73.1237 104.261 869.948 325.486 473.021 -617.367 482.799 803.204 5000 10000 12500
0.295 278.355 73.4495 104.734 869.33 325.969 473.825 -618.387 482.127 802.879 5000 10000 12500
0.296 279.224 73.7757 105.209 868.711 326.45 474.627 -619.403 481.452 802.55 5000 10000 12500
0.297 280.092 74.1024 105.684 868.091 326.932 475.43 -620.416 480.773 802.217 5000 10000 12500
0.298 280.96 74.4295 106.16 867.47 327.412 476.232 -621.426 480.091 801.88 5000 10000 12500
0.299 281.827 74.7572 106.636 866.848 327.892 477.033 -622.432 479.406 801.54 5000 10000 12500
0.3 282.694 75.0853 107.114 866.225 328.371 477.835 -623.435 478.717 801.195 5000 10000 12500
0.301 283.56 75.4139 107.592 865.602 328.849 478.636 -624.435 478.025 800.846 5000 10000 12500
0.302 284.425 75.743 108.071 864.977 329.327 479.436 -625.431 477.329 800.493 5000 10000 12500
0.303 285.289 76.0726 108.551 864.351 329.804 480.237 -626.423 476.631 800.136 5000 10000 12500
0.304 286.154 76.4026 109.031 863.724 330.28 481.037 -627.412 475.929 799.775 5000 10000 12500
0.305 287.017 76.7331 109.513 863.096 330.756 481.836 -628.398 475.223 799.41 5000 10000 12500
0.306 287.88 77.0641 109.995 862.467 331.231 482.636 -629.38 474.515 799.042 5000 10000 12500
0.307 288.742 77.3956 110.478 861.837 331.705 483.434 -630.359 473.803 798.669 5000 10000 12500
0.308 289.603 77.7276 110.962 861.206 332.178 484.233 -631.334 473.088 798.292 5000 10000 12500
0.309 290.464 78.06 111.447 860.574 332.651 485.031 -632.305 472.369 797.911 5000 10000 12500
0.31 291.325 78.3929 111.932 859.942 333.123 485.829 -633.273 471.648 797.527 5000 10000 12500
0.311 292.184 78.7262 112.418 859.308 333.594 486.626 -634.238 470.923 797.138 5000 10000 12500
0.312 293.043 79.06 112.905 858.673 334.065 487.423 -635.198 470.195 796.746 5000 10000 12500
0.313 293.901 79.3943 113.393 858.037 334.535 488.22 -636.155 469.464 796.349 5000 10000 12500
0.314 294.759 79.7291 113.882 857.401 335.004 489.016 -637.109 468.729 795.949 5000 10000 12500
0.315 295.616 80.0643 114.371 856.763 335.472 489.811 -638.058 467.992 795.545 5000 10000 12500
0.316 296.473 80.4001 114.861 856.125 335.94 490.607 -639.004 467.251 795.136 5000 10000 12500
0.317 297.329 80.7362 115.352 855.485 336.407 491.402 -639.947 466.507 794.724 5000 10000 12500
0.318 298.184 81.0729 115.844 854.845 336.873 492.196 -640.885 465.76 794.308 5000 10000 12500
0.319 299.038 81.41 116.337 854.204 337.338 492.99 -641.82 465.009 793.889 5000 10000 12500
0.32 299.892 81.7475 116.83 853.561 337.803 493.784 -642.751 464.256 793.465 5000 10000 12500
0.321 300.745 82.0856 117.324 852.918 338.267 494.577 -643.678 463.499 793.037 5000 10000 12500
0.322 301.598 82.4241 117.819 852.274 338.73 495.37 -644.601 462.74 792.606 5000 10000 12500
0.323 302.45 82.763 118.315 851.629 339.192 496.162 -645.521 461.977 792.171 5000 10000 12500
0.324 303.301 83.1025 118.812 850.983 339.654 496.954 -646.437 461.211 791.732 5000 10000 12500
0.325 304.152 83.4423 119.309 850.336 340.114 497.746 -647.349 460.442 791.289 5000 10000 12500
0.326 305.002 83.7827 119.807 849.688 340.575 498.537 -648.257 459.671 790.842 5000 10000 12500
0.327 305.851 84.1235 120.306 849.039 341.034 499.328 -649.161 458.896 790.391 5000 10000 12500
0.328 306.7 84.4648 120.806 848.39 341.492 500.118 -650.061 458.118 789.937 5000 10000 12500
0.329 307.548 84.8065 121.306 847.739 341.95 500.907 -650.957 457.337 789.479 5000 10000 12500
0.33 308.395 85.1487 121.807 847.088 342.407 501.697 -651.85 456.552 789.017 5000 10000 12500
0.331 309.242 85.4913 122.31 846.436 342.863 502.485 -652.738 455.765 788.551 5000 10000 12500
0.332 310.088 85.8344 122.812 845.782 343.318 503.274 -653.622 454.975 788.082 5000 10000 12500
0.333 310.934 86.1779 123.316 845.128 343.773 504.062 -654.503 454.182 787.609 5000 10000 12500
0.334 311.779 86.5219 123.821 844.473 344.227 504.849 -655.379 453.387 787.132 5000 10000 12500
0.335 312.623 86.8664 124.326 843.818 344.68 505.636 -656.252 452.588 786.651 5000 10000 12500
0.336 313.466 87.2113 124.832 843.161 345.132 506.422 -657.12 451.786 786.166 5000 10000 12500
0.337 314.309 87.5566 125.339 842.503 345.583 507.208 -657.984 450.981 785.678 5000 10000 12500
0.338 315.151 87.9025 125.846 841.845 346.034 507.994 -658.845 450.173 785.186 5000 10000 12500
0.339 315.993 88.2487 126.355 841.186 346.484 508.779 -659.701 449.363 784.691 5000 10000 12500
0.34 316.834 88.5954 126.864 840.526 346.933 509.563 -660.553 448.549 784.191 5000 10000 12500
0.341 317.674 88.9426 127.374 839.865 347.381 510.347 -661.401 447.733 783.689 5000 10000 12500
0.342 318.513 89.2902 127.885 839.203 347.828 511.13 -662.244 446.914 783.182 5000 10000 12500
0.343 319.352 89.6382 128.396 838.54 348.275 511.913 -663.084 446.092 782.672 5000 10000 12500
0.344 320.19 89.9867 128.908 837.877 348.72 512.696 -663.92 445.267 782.158 5000 10000 12500
0.345 321.028 90.3357 129.421 837.212 349.165 513.478 -664.751 444.44 781.64 5000 10000 12500
0.346 321.865 90.6851 129.935 836.547 349.609 514.259 -665.578 443.609 781.119 5000 10000 12500
0.347 322.701 91.0349 130.45 835.881 350.052 515.04 -666.401 442.776 780.594 5000 10000 12500
0.348 323.537 91.3852 130.965 835.214 350.495 515.82 -667.22 441.94 780.066 5000 10000 12500
0.349 324.371 91.7359 131.482 834.547 350.936 516.6 -668.034 441.101 779.534 5000 10000 12500
0.35 325.206 92.087 131.999 833.878 351.377 517.379 -668.844 440.26 778.998 5000 10000 12500
0.351 326.039 92.4386 132.516 833.209 351.817 518.158 -669.65 439.415 778.459 5000 10000 12500
0.352 326.872 92.7907 133.035 832.539 352.256 518.936 -670.452 438.568 777.916 5000 10000 12500
0.353 327.704 93.1431 133.554 831.868 352.694 519.714 -671.249 437.719 777.37 5000 10000 12500
0.354 328.536 93.4961 134.074 831.196 353.131 520.491 -672.042 436.866 776.82 5000 10000 12500
0.355 329.367 93.8494 134.595 830.524 353.568 521.267 -672.831 436.011 776.267 5000 10000 12500
0.356 330.197 94.2032 135.117 829.851 354.003 522.043 -673.615 435.154 775.71 5000 10000 12500
0.357 331.026 94.5574 135.639 829.177 354.438 522.819 -674.395 434.293 775.15 5000 10000 12500
0.358 331.855 94.9121 136.162 828.502 354.872 523.594 -675.171 433.43 774.586 5000 10000 12500
0.359 332.683 95.2672 136.686 827.826 355.305 524.368 -675.942 432.565 774.018 5000 10000 12500
0.36 333.511 95.6227 137.211 827.15 355.737 525.142 -676.709 431.697 773.447 5000 10000 12500
0.361 334.338 95.9786 137.737 826.473 356.168 525.915 -677.472 430.826 772.873 5000 10000 12500
0.362 335.164 96.335 138.263 825.795 356.599 526.688 -678.23 429.952 772.295 5000 10000 12500
0.363 335.989 96.6918 138.79 825.117 357.028 527.46 -678.983 429.077 771.714 5000 10000 12500
0.364 336.814 97.0491 139.318 824.437 357.457 528.231 -679.733 428.198 771.13 5000 10000 12500
0.365 337.638 97.4067 139.847 823.757 357.885 529.002 -680.477 427.317 770.542 5000 10000 12500
0.366 338.462 97.7648 140.376 823.076 358.311 529.772 -681.218 426.434 769.95 5000 10000 12500
0.367 339.284 98.1234 140.906 822.395 358.737 530.542 -681.954 425.548 769.355 5000 10000 12500
0.368 340.106 98.4823 141.437 821.712 359.163 531.311 -682.685 424.659 768.757 5000 10000 12500
0.369 340.928 98.8417 141.969 821.029 359.587 532.079 -683.412 423.768 768.155 5000 10000 12500
0.37 341.748 99.2015 142.501 820.345 360.01 532.847 -684.134 422.875 767.55 5000 10000 12500
0.371 342.568 99.5617 143.034 819.661 360.432 533.614 -684.852 421.979 766.942 5000 10000 12500
0.372 343.388 99.9224 143.568 818.976 360.854 534.381 -685.565 421.081 766.331 5000 10000 12500
0.373 344.206 100.283 144.103 818.29 361.275 535.147 -686.274 420.18 765.716 5000 10000 12500
0.374 345.024 100.645 144.639 817.603 361.694 535.912 -686.978 419.277 765.097 5000 10000 12500
0.375 345.842 101.007 145.175 816.916 362.113 536.677 -687.677 418.371 764.476 5000 10000 12500
0.376 346.658 101.369 145.712 816.228 362.531 537.441 -688.372 417.464 763.851 5000 10000 12500
0.377 347.474 101.732 146.25 815.539 362.948 538.205 -689.063 416.553 763.223 5000 10000 12500
0.378 348.289 102.095 146.788 814.85 363.364 538.968 -689.748 415.641 762.592 5000 10000 12500
0.379 349.104 102.459 147.328 814.16 363.779 539.73 -690.43 414.726 761.957 5000 10000 12500
0.38 349.918 102.823 147.868 813.469 364.194 540.492 -691.106 413.809 761.319 5000 10000 12500
0.381 350.731 103.187 148.409 812.777 364.607 541.253 -691.778 412.889 760.678 5000 10000 12500
0.382 351.543 103.552 148.95 812.085 365.019 542.013 -692.445 411.968 760.034 5000 10000 12500
0.383 352.355 103.917 149.493 811.393 365.431 542.773 -693.108 411.044 759.387 5000 10000 12500
0.384 353.166 104.283 150.036 810.699 365.842 543.532 -693.766 410.118 758.736 5000 10000 12500
0.385 353.976 104.649 150.58 810.005 366.251 544.29 -694.419 409.189 758.082 5000 10000 12500
0.386 354.786 105.015 151.125 809.31 366.66 545.048 -695.067 408.259 757.425 5000 10000 12500
0.387 355.595 105.382 151.67 808.615 367.068 545.805 -695.711 407.326 756.765 5000 10000 12500
0.388 356.403 105.749 152.216 807.919 367.475 546.562 -696.35 406.391 756.102 5000 10000 12500
0.389 357.211 106.117 152.763 807.222 367.88 547.317 -696.985 405.454 755.436 5000 10000 12500
0.39 358.018 106.485 153.311 806.525 368.285 548.072 -697.614 404.514 754.766 5000 10000 12500
0.391 358.824 106.854 153.859 805.827 368.69 548.827 -698.239 403.573 754.094 5000 10000 12500
0.392 359.629 107.222 154.408 805.128 369.093 549.581 -698.86 402.63 753.418 5000 10000 12500
0.393 360.434 107.592 154.958 804.429 369.495 550.334 -699.475 401.684 752.74 5000 10000 12500
0.394 361.238 107.961 155.509 803.729 369.896 551.086 -700.086 400.736 752.058 5000 10000 12500
0.395 362.041 108.332 156.061 803.029 370.296 551.838 -700.692 399.787 751.373 5000 10000 12500
0.396 362.844 108.702 156.613 802.328 370.696 552.589 -701.293 398.835 750.686 5000 10000 12500
0.397 363.646 109.073 157.166 801.627 371.094 553.339 -701.889 397.881 749.995 5000 10000 12500
0.398 364.447 109.444 157.72 800.924 371.491 554.089 -702.481 396.925 749.301 5000 10000 12500
0.399 365.248 109.816 158.274 800.222 371.888 554.838 -703.067 395.967 748.605 5000 10000 12500
0.4 366.048 110.188 158.829 799.518 372.283 555.586 -703.649 395.007 747.905 5000 10000 12500
0.401 366.847 110.56 159.385 798.814 372.678 556.334 -704.226 394.046 747.203 5000 10000 12500
0.402 367.645 110.933 159.942 798.11 373.071 557.08 -704.799 393.082 746.497 5000 10000 12500
0.403 368.443 111.307 160.499 797.405 373.464 557.827 -705.366 392.116 745.789 5000 10000 12500
0.404 369.24 111.68 161.057 796.699 373.856 558.572 -705.928 391.149 745.077 5000 10000 12500
0.405 370.037 112.054 161.616 795.993 374.246 559.317 -706.486 390.179 744.363 5000 10000 12500
0.406 370.832 112.429 162.176 795.286 374.636 560.061 -707.039 389.208 743.646 5000 10000 12500
0.407 371.627 112.804 162.737 794.579 375.025 560.804 -707.587 388.235 742.926 5000 10000 12500
0.408 372.421 113.179 163.298 793.871 375.412 561.547 -708.13 387.26 742.203 5000 10000 12500
0.409 373.215 113.554 163.86 793.162 375.799 562.288 -708.668 386.283 741.478 5000 10000 12500
0.41 374.008 113.93 164.422 792.454 376.185 563.03 -709.202 385.304 740.749 5000 10000 12500
0.411 374.8 114.307 164.986 791.744 376.57 563.77 -709.73 384.324 740.018 5000 10000 12500
0.412 375.591 114.684 165.55 791.034 376.954 564.51 -710.254 383.342 739.284 5000 10000 12500
0.413 376.382 115.061 166.115 790.324 377.336 565.248 -710.772 382.357 738.547 5000 10000 12500
0.414 377.172 115.438 166.68 789.613 377.718 565.987 -711.286 381.372 737.808 5000 10000 12500
0.415 377.961 115.816 167.247 788.901 378.099 566.724 -711.795 380.384 737.065 5000 10000 12500
0.416 378.75 116.194 167.814 788.189 378.479 567.461 -712.299 379.395 736.32 5000 10000 12500
0.417 379.538 116.573 168.382 787.476 378.858 568.197 -712.798 378.404 735.573 5000 10000 12500
0.418 380.325 116.952 168.95 786.763 379.236 568.932 -713.292 377.412 734.822 5000 10000 12500
0.419 381.111 117.332 169.519 786.05 379.613 569.666 -713.781 376.417 734.069 5000 10000 12500
0.42 381.897 117.711 170.09 785.336 379.989 570.4 -714.265 375.422 733.313 5000 10000 12500
0.421 382.682 118.092 170.66 784.621 380.364 571.133 -714.744 374.424 732.555 5000 10000 12500
0.422 383.466 118.472 171.232 783.906 380.738 571.865 -715.218 373.425 731.794 5000 10000 12500
0.423 384.25 118.853 171.804 783.191 381.111 572.597 -715.688 372.424 731.03 5000 10000 12500
0.424 385.032 119.234 172.377 782.475 381.482 573.327 -716.152 371.422 730.264 5000 10000 12500
0.425 385.814 119.616 172.951 781.759 381.853 574.057 -716.611 370.418 729.495 5000 10000 12500
0.426 386.596 119.998 173.525 781.042 382.223 574.786 -717.066 369.413 728.723 5000 10000 12500
0.427 387.377 120.38 174.1 780.324 382.592 575.515 -717.515 368.406 727.949 5000 10000 12500
0.428 388.157 120.763 174.676 779.607 382.96 576.242 -717.959 367.398 727.172 5000 10000 12500
0.429 388.936 121.146 175.253 778.889 383.327 576.969 -718.399 366.388 726.393 5000 10000 12500
0.43 389.714 121.53 175.83 778.17 383.693 577.695 -718.833 365.376 725.612 5000 10000 12500
0.431 390.492 121.914 176.408 777.451 384.058 578.42 -719.263 364.364 724.827 5000 10000 12500
0.432 391.269 122.298 176.987 776.731 384.422 579.145 -719.687 363.349 724.041 5000 10000 12500
0.433 392.046 122.683 177.566 776.011 384.784 579.868 -720.106 362.334 723.251 5000 10000 12500
0.434 392.821 123.068 178.147 775.291 385.146 580.591 -720.521 361.317 722.46 5000 10000 12500
0.435 393.596 123.453 178.728 774.57 385.507 581.313 -720.93 360.298 721.666 5000 10000 12500
0.436 394.37 123.839 179.309 773.849 385.867 582.034 -721.335 359.278 720.869 5000 10000 12500
0.437 395.144 124.225 179.892 773.128 386.226 582.755 -721.734 358.257 720.07 5000 10000 12500
0.438 395.917 124.611 180.475 772.406 386.583 583.475 -722.128 357.235 719.269 5000 10000 12500
0.439 396.689 124.998 181.059 771.684 386.94 584.193 -722.518 356.211 718.465 5000 10000 12500
0.44 397.46 125.385 181.643 770.961 387.296 584.911 -722.902 355.186 717.659 5000 10000 12500
0.441 398.231 125.772 182.228 770.238 387.65 585.629 -723.281 354.159 716.851 5000 10000 12500
0.442 399 126.16 182.814 769.514 388.004 586.345 -723.656 353.132 716.04 5000 10000 12500
0.443 399.77 126.548 183.401 768.79 388.357 587.061 -724.025 352.103 715.227 5000 10000 12500
0.444 400.538 126.937 183.989 768.066 388.708 587.776 -724.389 351.073 714.412 5000 10000 12500
0.445 401.306 127.326 184.577 767.342 389.059 588.49 -724.748 350.042 713.594 5000 10000 12500
0.446 402.073 127.715 185.166 766.617 389.408 589.203 -725.102 349.009 712.774 5000 10000 12500
0.447 402.839 128.105 185.755 765.891 389.757 589.915 -725.451 347.975 711.952 5000 10000 12500
0.448 403.604 128.495 186.345 765.166 390.104 590.627 -725.795 346.941 711.127 5000 10000 12500
0.449 404.369 128.885 186.936 764.44 390.451 591.337 -726.134 345.905 710.301 5000 10000 12500
0.45 405.133 129.275 187.528 763.714 390.796 592.047 -726.468 344.867 709.472 5000 10000 12500
0.451 405.897 129.666 188.12 762.987 391.141 592.756 -726.797 343.829 708.641 5000 10000 12500
0.452 406.659 130.058 188.714 762.26 391.484 593.465 -727.121 342.79 707.807 5000 10000 12500
0.453 407.421 130.449 189.307 761.533 391.826 594.172 -727.44 341.75 706.972 5000 10000 12500
0.454 408.182 130.841 189.902 760.805 392.167 594.879 -727.754 340.708 706.134 5000 10000 12500
0.455 408.943 131.234 190.497 760.077 392.507 595.584 -728.063 339.666 705.295 5000 10000 12500
0.456 409.703 131.626 191.093 759.349 392.847 596.289 -728.366 338.622 704.453 5000 10000 12500
0.457 410.462 132.019 191.69 758.62 393.185 596.993 -728.665 337.578 703.609 5000 10000 12500
0.458 411.22 132.413 192.287 757.892 393.522 597.696 -728.959 336.532 702.763 5000 10000 12500
0.459 411.977 132.806 192.885 757.163 393.858 598.399 -729.247 335.486 701.915 5000 10000 12500
0.46 412.734 133.2 193.484 756.433 394.193 599.1 -729.531 334.439 701.065 5000 10000 12500
0.461 413.49 133.595 194.083 755.703 394.527 599.801 -729.809 333.39 700.213 5000 10000 12500
0.462 414.246 133.99 194.683 754.973 394.86 600.501 -730.083 332.341 699.358 5000 10000 12500
0.463 415 134.385 195.284 754.243 395.191 601.2 -730.351 331.291 698.502 5000 10000 12500
0.464 415.754 134.78 195.886 753.513 395.522 601.898 -730.615 330.24 697.644 5000 10000 12500
0.465 416.507 135.176 196.488 752.782 395.852 602.595 -730.873 329.188 696.784 5000 10000 12500
0.466 417.26 135.572 197.091 752.051 396.181 603.291 -731.126 328.135 695.922 5000 10000 12500
0.467 418.011 135.968 197.695 751.32 396.508 603.987 -731.374 327.082 695.058 5000 10000 12500
0.468 418.762 136.365 198.299 750.588 396.835 604.681 -731.618 326.028 694.192 5000 10000 12500
0.469 419.512 136.762 198.904 749.857 397.16 605.375 -731.856 324.973 693.324 5000 10000 12500
0.47 420.262 137.159 199.51 749.125 397.485 606.068 -732.089 323.917 692.454 5000 10000 12500
0.471 421.011 137.557 200.116 748.392 397.808 606.76 -732.317 322.86 691.582 5000 10000 12500
0.472 421.759 137.955 200.723 747.66 398.13 607.451 -732.54 321.803 690.708 5000 10000 12500
0.473 422.506 138.353 201.331 746.927 398.452 608.141 -732.758 320.744 689.833 5000 10000 12500
0.474 423.253 138.751 201.94 746.194 398.772 608.831 -732.971 319.686 688.956 5000 10000 12500
